as_of,pollster_id,n,weight,score,bias,house
2024,308,19,5.74,1.025,-2.934,-0.8
2024,309,2,0.15,0.029,-0.17,-0.028
2024,310,2,0.59,-0.022,-0.411,-0.14
2024,312,11,3.97,0.892,-2.522,-2.678
2024,313,6,0.86,0.011,-0.029,-0.054
2024,314,24,6.65,-0.051,-1.1,0.237
2024,316,3,1.48,-0.429,-0.43,0.629
2024,317,12,4.05,-0.03,-1.2,-0.288
2024,318,4,1.6,-0.513,-0.352,0.186
2024,321,9,3.67,-0.044,-2.242,0.212
2024,322,1,0.35,0.088,0.363,0.23
2024,323,53,15.2,-0.393,-0.456,-0.468
2024,324,259,74.08,0.664,-4.409,-0.7
2024,325,297,50.8,-0.571,-0.461,-0.189
2024,326,46,12.88,-0.084,-0.271,1.559
2024,330,4,1.67,0.14,0.674,0.532
2024,332,3,0.89,0.048,-0.531,-0.147
2024,333,16,3.23,-0.57,0.215,1.046
2024,334,9,1.0,-0.054,-0.169,-0.063
2024,336,1,0.07,-0.008,0.012,0.005
2024,337,7,1.47,0.01,0.684,0.252
2024,338,98,49.36,0.248,3.123,3.498
2024,339,1,0.25,-0.035,0.127,0.102
2024,340,3,0.63,-0.281,0.121,-0.538
2024,343,8,2.42,0.348,-0.903,-0.374
2024,345,9,3.98,0.557,-0.123,0.47
2024,346,12,0.91,-0.071,0.161,0.13
2024,347,1,0.07,-0.006,-0.024,-0.054
2024,349,1,0.21,-0.031,-0.027,0.012
2024,350,5,3.28,-0.45,-0.175,-0.024
2024,353,1,0.15,0.034,0.119,0.058
2024,355,21,10.08,-0.676,-1.234,-0.496
2024,357,88,19.09,0.392,-0.962,-0.832
2024,358,5,1.53,0.09,0.008,0.08
2024,360,8,4.54,-0.2,-1.939,0.447
2024,361,3,0.25,-0.044,-0.008,0.054
2024,364,8,0.75,-0.012,-0.187,-0.413
2024,365,1,0.07,0.004,0.035,0.012
2024,367,1,0.07,0.014,0.077,0.0
2024,370,6,2.12,0.043,-0.79,-0.273
2024,371,3,0.42,-0.035,-0.168,0.018
2024,372,18,5.26,-0.123,-0.705,0.178
2024,375,9,1.38,-0.237,-0.094,-0.22
2024,376,36,5.16,-0.075,0.519,0.05
2024,379,3,0.84,0.099,-0.765,0.059
2024,380,10,2.16,-0.143,0.168,-0.583
2024,382,7,0.99,0.072,-0.549,-0.25
2024,383,12,3.73,-0.13,0.909,1.905
2024,385,8,2.53,-0.156,-0.745,-0.037
2024,386,1,0.3,-0.071,0.011,0.065
2024,388,1,0.1,-0.017,-0.011,-0.02
2024,389,7,3.26,-0.205,-1.607,0.317
2024,391,434,84.41,0.225,-2.225,-0.506
2024,392,1,0.1,-0.009,-0.08,0.0
2024,393,4,1.1,0.122,0.715,0.944
2024,394,1,0.07,0.015,-0.059,-0.024
2024,395,81,5.32,0.151,0.018,-0.071
2024,396,32,3.39,0.275,1.438,0.503
2024,401,4,2.52,0.729,-2.123,-1.323
2024,406,1,0.59,-0.164,0.276,0.0
2024,407,10,7.77,-0.577,0.147,0.077
2024,412,1,0.15,-0.034,0.016,-0.046
2024,413,3,2.03,0.244,-1.102,-0.49
2024,415,1,0.5,0.22,-0.533,-0.449
2024,416,4,2.52,-0.048,0.797,0.216
2024,422,1,0.21,-0.102,0.019,0.0
2024,423,4,2.62,0.414,-1.623,-0.954
2024,425,2,0.29,-0.112,0.008,0.212
2024,428,1,0.42,-0.079,-0.024,-0.06
2024,437,7,4.22,0.149,-1.21,0.668
2024,448,92,45.91,-1.007,-1.218,-0.901
2024,449,58,35.78,-0.568,-0.83,-0.223
2024,450,5,2.09,0.536,2.048,0.686
2024,451,2,1.26,-0.046,-0.304,0.126
2024,452,2,0.59,0.382,1.07,0.435
2024,454,24,15.56,0.81,-0.728,0.478
2024,455,3,1.6,-0.211,0.103,0.108
2024,456,2,0.84,0.262,-0.937,-0.372
2024,457,4,2.27,-0.065,-0.386,-0.545
2024,458,5,2.86,0.147,-0.624,-0.343
2024,459,2,0.84,0.087,0.708,0.087
2024,460,1,0.42,-0.081,0.101,0.251
2024,461,1,0.42,-0.127,0.03,0.191
2024,462,5,2.09,0.173,-0.401,0.02
2024,463,2,0.84,-0.227,0.051,0.179
2024,464,1,0.42,-0.127,-0.094,0.202
2024,470,2,1.68,-0.446,-0.498,0.273
2024,471,38,26.38,-0.039,-3.002,-1.193
2024,474,1,0.59,0.381,-0.984,0.0
2024,478,2,0.74,-0.249,0.24,0.108
2024,482,1,0.59,-0.124,-0.301,0.185
2024,490,4,2.87,0.282,-1.282,-1.032
2024,494,9,6.32,-0.172,1.308,1.119
2024,497,3,2.03,0.922,-1.263,-0.152
2024,501,1,0.59,0.046,-0.543,-0.043
2024,503,3,1.25,0.229,0.757,0.0
2024,508,2,0.84,-0.007,0.397,0.781
2024,513,1,0.5,0.128,-0.41,-0.322
2024,514,20,14.84,-0.049,3.276,1.249
2024,516,6,3.56,0.186,-1.629,-0.423
2024,517,2,1.19,-0.113,-0.42,-0.202
2024,522,75,46.25,-0.074,-0.733,0.369
2024,523,11,6.22,-0.297,-1.191,0.05
2024,524,1,0.21,-0.098,-0.052,0.0
2024,525,1,0.15,0.129,0.313,0.0
2024,527,1,0.21,0.021,0.11,0.134
2024,530,2,0.7,-0.036,0.054,-0.055
2024,543,68,31.48,0.516,-4.256,-0.828
2024,545,2,1.19,0.127,0.0,0.0
2024,546,16,9.6,-0.85,-0.195,1.257
2024,555,25,13.72,-0.035,-3.9,-0.094
2024,556,8,6.47,0.696,-3.164,-0.231
2024,559,2,1.19,0.269,-0.945,-0.429
2024,562,9,4.58,0.529,-2.415,-0.88
2024,564,1,0.59,0.233,-0.846,-0.33
2024,572,12,3.68,-0.322,-0.258,0.156
2024,576,1,0.15,-0.013,0.116,-0.03
2024,578,1,0.59,-0.133,-0.127,-0.046
2024,580,2,0.59,0.178,-0.461,-0.471
2024,583,2,1.19,-0.337,-0.022,0.538
2024,585,2,1.19,0.428,-1.37,-0.702
2024,588,2,1.19,0.077,-1.014,-0.048
2024,591,3,1.78,-0.344,0.452,1.358
2024,593,6,3.56,0.406,-2.445,-0.21
2024,599,2,1.19,-0.322,0.0,0.0
2024,600,4,1.68,0.028,0.0,0.0
2024,609,5,3.19,-0.154,-0.167,-0.083
2024,610,3,1.03,0.186,-0.751,-0.322
2024,616,11,6.52,0.709,-3.017,-1.173
2024,617,2,0.84,-0.126,0.037,0.275
2024,619,2,0.84,0.218,-0.721,-0.366
2024,621,1,0.59,0.254,-0.662,-0.407
2024,629,2,1.41,0.328,0.848,0.87
2024,630,2,1.19,0.247,-0.861,-0.465
2024,631,1,0.59,0.158,-0.524,-0.266
2024,632,2,1.19,0.172,-1.411,-0.081
2024,633,4,3.11,1.993,-3.72,-3.455
2024,635,4,2.37,-0.116,-0.832,-0.038
2024,644,1,0.35,-0.101,0.111,-0.044
2024,648,3,2.27,0.289,-1.23,-0.872
2024,651,2,1.41,-0.132,0.248,0.221
2024,654,2,0.15,0.166,0.379,0.0
2024,656,1,0.07,0.092,-0.192,0.0
2024,661,1,0.84,0.011,-0.241,-0.251
2024,664,1,0.07,0.046,-0.103,-0.113
2024,665,1,0.35,0.086,0.367,0.234
2024,666,2,1.43,-0.028,-0.488,-0.096
2024,667,5,3.46,0.938,-3.111,0.0
2024,673,2,1.68,0.188,-1.658,-0.161
2024,677,11,5.31,1.26,-2.749,-1.713
2024,686,1,0.84,0.211,-0.735,-0.815
2024,694,1,0.84,-0.149,-0.061,0.107
2024,696,1,0.84,-0.096,-0.134,0.031
2024,697,1,0.84,-0.21,0.01,0.221
2024,699,7,5.88,0.712,1.5,0.525
2024,703,1,0.84,0.235,0.601,0.545
2024,709,1,0.84,0.122,-0.441,-0.286
2024,715,4,3.36,1.161,-2.845,-3.013
2024,726,7,4.4,1.34,-4.418,-1.9
2024,727,4,0.83,0.669,-1.55,0.0
2024,728,2,1.68,-0.37,0.135,-0.444
2024,730,2,1.68,0.286,-1.806,-0.317
2024,732,7,5.88,0.605,2.369,1.467
2024,733,1,0.84,-0.009,-0.251,-0.09
2024,734,1,0.84,0.065,0.444,0.109
2024,735,1,0.84,0.018,-0.475,0.0
2024,736,1,0.84,1.036,2.078,0.0
2024,737,1,0.84,0.606,-1.621,-0.779
2024,748,2,1.01,0.043,-0.042,0.487
2024,751,8,2.02,-0.011,-1.07,-0.048
2024,754,8,3.48,-0.431,-0.452,-0.31
2024,757,11,9.11,-0.376,2.129,0.47
2024,758,2,0.59,0.176,0.754,0.221
2024,776,287,21.13,0.562,1.999,1.576
2024,810,10,1.32,-0.135,-0.093,-0.025
2024,811,3,0.31,-0.07,-0.036,-0.342
2024,812,26,1.26,-0.076,0.154,0.077
2026,1,5,0.92,0.051,-0.391,-0.358
2026,3,33,5.63,-0.228,-1.407,-0.23
2026,4,2,0.29,-0.041,-0.09,0.008
2026,6,1,0.07,-0.023,-0.046,0.0
2026,7,6,1.06,0.052,-0.494,-0.102
2026,9,41,4.26,0.667,-1.007,-0.569
2026,10,4,1.23,0.134,0.187,0.144
2026,13,32,3.65,-0.153,0.098,-0.134
2026,14,17,3.34,-0.105,-1.354,-0.33
2026,15,1,0.05,0.012,-0.042,-0.017
2026,20,3,0.62,-0.118,-0.266,0.195
2026,24,1,0.06,0.07,0.245,0.097
2026,25,4,0.35,0.105,0.365,0.214
2026,27,1,0.05,-0.005,-0.017,-0.015
2026,29,2,0.42,-0.015,-0.078,-0.157
2026,30,8,1.12,-0.075,-0.298,-0.075
2026,31,10,0.52,0.053,-0.257,-0.318
2026,32,1,0.07,-0.018,-0.006,0.011
2026,33,6,0.86,-0.053,-0.522,-0.201
2026,35,2,0.21,0.029,-0.035,0.0
2026,36,10,0.86,-0.049,-0.163,-0.09
2026,37,68,7.88,0.474,-1.208,-0.622
2026,40,6,0.54,-0.084,0.056,0.11
2026,42,4,0.41,0.009,0.194,0.019
2026,44,1,0.05,-0.01,-0.01,-0.01
2026,47,1,0.21,-0.016,-0.069,0.001
2026,48,108,36.32,0.365,-2.841,-0.064
2026,49,7,3.04,0.162,-1.359,0.177
2026,50,14,3.94,-0.423,-0.937,-0.37
2026,51,2,0.42,0.014,0.064,0.096
2026,52,14,4.08,0.134,-1.454,-0.74
2026,53,1,0.06,0.029,-0.071,-0.048
2026,55,14,1.53,0.159,0.849,0.647
2026,57,8,0.97,-0.171,-0.26,0.217
2026,61,1,0.21,0.173,-0.475,-0.235
2026,62,1,0.07,-0.023,-0.022,-0.088
2026,63,1,0.07,-0.009,-0.029,0.0
2026,64,17,1.25,0.226,0.114,0.091
2026,66,2,0.1,0.002,0.099,0.169
2026,67,56,29.34,-0.653,-2.463,0.703
2026,68,10,5.34,0.108,-1.62,0.0
2026,69,7,1.51,0.069,-0.677,-0.16
2026,70,27,2.3,-0.362,-0.491,-0.034
2026,71,2,0.07,0.087,0.193,0.0
2026,73,17,5.37,-0.299,0.365,0.863
2026,75,3,0.09,0.005,0.016,0.018
2026,76,7,0.73,-0.09,0.104,0.028
2026,78,1,0.15,-0.041,-0.068,0.0
2026,79,6,1.41,-0.361,-0.326,-0.051
2026,81,8,2.1,0.54,1.154,0.931
2026,84,31,5.81,-0.321,-1.04,-0.392
2026,85,2,0.1,0.049,-0.154,-0.069
2026,86,8,1.08,-0.101,-0.259,-0.003
2026,87,12,1.45,-0.164,-0.219,-0.483
2026,88,264,108.97,-0.58,-1.095,1.267
2026,90,10,4.67,-0.245,0.717,0.4
2026,91,2,1.01,0.353,-0.898,-0.641
2026,92,11,2.07,0.021,-1.237,-0.084
2026,93,1,0.1,-0.018,0.033,-0.027
2026,94,6,0.55,-0.067,0.184,-0.143
2026,96,9,1.22,-0.055,0.514,-0.015
2026,97,5,1.42,-0.021,-0.532,-0.019
2026,98,1,0.05,-0.021,-0.012,0.0
2026,99,1,0.07,0.001,0.035,0.053
2026,101,2,0.42,0.4,0.927,1.298
2026,102,2,0.15,-0.021,-0.023,-0.049
2026,103,48,17.95,-0.277,-1.31,-0.467
2026,104,5,0.19,0.008,0.068,0.079
2026,106,15,3.63,0.014,-1.215,-1.355
2026,108,8,2.86,-0.109,-0.749,0.216
2026,109,14,4.75,0.347,-2.007,-0.893
2026,112,16,0.82,0.083,0.169,0.076
2026,113,17,4.19,0.0,-0.99,-1.053
2026,114,15,0.65,0.024,0.211,0.118
2026,115,21,1.57,0.141,-0.307,-0.233
2026,116,1,0.15,0.176,-0.34,0.0
2026,117,15,5.81,-0.419,-1.2,-0.666
2026,118,15,1.95,0.087,-0.24,-0.685
2026,119,4,0.41,-0.026,0.132,-0.004
2026,120,1,0.1,0.046,0.145,0.093
2026,121,4,0.71,0.182,0.451,0.707
2026,124,130,28.12,-0.073,-1.945,-0.196
2026,125,1,0.07,0.015,0.068,0.0
2026,126,33,4.26,0.399,-1.467,-0.999
2026,127,7,0.92,0.021,0.382,-0.029
2026,128,1,0.07,0.067,-0.179,0.0
2026,129,23,1.72,-0.175,-0.114,-0.432
2026,130,3,0.67,0.297,-0.849,-0.021
2026,131,4,0.67,0.237,0.598,0.583
2026,132,10,2.36,-0.347,-0.578,0.245
2026,133,61,15.22,0.469,0.496,0.768
2026,134,8,0.71,-0.068,-0.181,-0.168
2026,136,7,0.3,0.175,-0.458,-0.257
2026,137,4,0.51,0.055,-0.075,0.153
2026,138,16,2.33,-0.011,-0.852,0.324
2026,139,2,0.21,-0.037,-0.001,-0.043
2026,140,2,0.64,0.267,-0.614,-0.743
2026,141,2,0.4,0.014,0.207,0.019
2026,142,6,0.47,0.073,-0.03,-0.017
2026,143,4,0.23,0.06,-0.214,-0.15
2026,144,42,8.14,-0.413,-0.648,0.43
2026,145,2,0.35,0.0,0.27,0.015
2026,152,1,0.07,0.003,0.051,0.015
2026,154,164,27.81,0.013,-2.141,0.077
2026,155,10,2.59,0.285,-1.344,-0.435
2026,156,11,2.63,0.21,-0.091,-0.628
2026,157,2,0.44,0.941,-1.876,0.0
2026,161,6,1.55,-0.151,-0.224,-0.048
2026,162,5,0.47,-0.034,-0.161,-0.346
2026,163,6,0.5,0.047,0.343,0.125
2026,164,1,0.05,-0.01,0.003,0.002
2026,165,11,1.82,-0.114,-0.493,-0.039
2026,166,33,5.54,-0.245,-0.417,0.404
2026,171,14,2.55,0.147,-1.09,0.112
2026,172,2,0.1,0.003,-0.042,-0.034
2026,175,16,2.51,0.007,-0.699,-0.479
2026,176,2,0.12,0.029,-0.162,-0.06
2026,177,2,0.21,-0.06,0.072,-0.128
2026,179,9,1.4,0.063,0.238,0.031
2026,180,14,1.91,-0.072,-0.19,0.417
2026,182,1,0.17,0.008,0.133,0.124
2026,183,121,32.32,0.114,-2.364,-1.168
2026,184,2,0.1,-0.014,-0.047,-0.024
2026,185,5,0.56,-0.021,-0.38,-0.306
2026,187,4,0.3,-0.065,0.056,0.045
2026,193,4,0.87,0.176,-0.683,-0.537
2026,195,13,4.75,-0.358,-0.311,0.037
2026,196,3,0.15,0.007,0.058,0.023
2026,197,115,12.24,-0.062,-0.984,0.674
2026,198,15,3.65,-0.405,0.431,0.611
2026,202,2,0.29,-0.001,-0.108,-0.0
2026,203,22,3.42,0.535,1.806,1.6
2026,204,3,1.25,-0.054,-0.614,0.017
2026,205,25,2.85,-0.056,-0.77,-0.948
2026,207,24,2.1,0.311,1.495,0.789
2026,208,4,0.5,0.073,-0.358,0.009
2026,212,3,0.22,-0.046,-0.11,0.045
2026,213,42,10.11,-0.182,-0.394,0.506
2026,214,1,0.07,0.052,-0.157,-0.072
2026,215,80,18.63,0.242,-2.949,-0.263
2026,216,7,1.83,0.271,-1.937,-0.292
2026,217,12,3.53,0.233,1.225,0.949
2026,218,116,40.24,0.481,-3.382,-0.66
2026,219,30,5.77,-0.259,-0.536,-0.385
2026,221,24,5.62,-0.189,-0.742,0.194
2026,225,11,2.45,-0.237,0.018,0.137
2026,227,2,0.12,0.015,0.209,0.076
2026,228,19,1.55,-0.082,0.507,0.22
2026,231,11,1.9,0.989,-2.691,-0.684
2026,232,7,0.87,0.322,-1.014,-0.239
2026,233,7,1.57,-0.155,0.033,0.118
2026,234,1,0.05,-0.017,-0.003,0.026
2026,235,21,13.21,-0.34,-1.226,0.085
2026,237,1,0.05,0.035,-0.073,-0.067
2026,238,1,0.12,-0.013,-0.068,0.012
2026,239,30,14.38,-0.906,0.327,1.915
2026,242,4,0.42,0.342,-0.877,-0.469
2026,243,103,35.05,-0.269,0.363,1.452
2026,244,7,1.12,-0.072,0.341,-0.066
2026,245,14,2.81,-0.27,0.264,0.929
2026,246,2,0.1,-0.0,-0.03,-0.061
2026,249,12,1.04,-0.091,-0.627,0.059
2026,250,17,1.24,-0.048,-0.688,-0.057
2026,251,1,0.84,-0.136,-0.081,0.185
2026,253,9,0.69,0.03,-0.189,-0.12
2026,257,5,2.3,-0.511,-0.082,1.556
2026,258,12,0.85,0.032,-0.243,-0.166
2026,259,3,0.74,0.069,0.553,0.211
2026,260,50,5.92,-0.02,0.087,1.017
2026,262,11,2.47,-0.018,0.814,0.544
2026,263,334,41.94,-0.129,-2.008,-0.764
2026,265,4,0.41,-0.007,0.15,0.017
2026,267,126,22.0,-0.031,-2.271,-0.582
2026,268,1,0.3,-0.104,-0.06,0.057
2026,269,8,4.45,1.121,-3.135,-1.577
2026,270,4,0.39,0.03,-0.161,-0.165
2026,271,4,0.98,0.046,-0.36,-0.381
2026,272,2,0.42,-0.093,-0.011,0.137
2026,274,13,4.09,-0.149,0.629,0.374
2026,276,1,0.05,0.034,-0.078,-0.052
2026,277,139,21.78,0.137,-0.747,0.866
2026,279,53,14.01,0.386,-0.916,0.622
2026,280,29,7.14,-0.693,0.207,-0.85
2026,284,15,7.84,0.081,1.648,1.051
2026,285,3,0.22,-0.017,-0.093,0.053
2026,289,1,0.07,0.167,-0.305,0.0
2026,290,2,0.1,-0.012,0.03,0.02
2026,291,1,0.07,-0.017,0.06,0.102
2026,292,15,4.2,0.249,-0.812,-0.571
2026,294,1,0.07,0.009,-0.038,-0.042
2026,295,10,3.69,1.382,-2.936,-1.241
2026,297,25,9.1,0.578,-2.794,-1.337
2026,298,2,0.29,0.063,-0.179,-0.16
2026,299,6,1.36,0.567,-1.32,-0.997
2026,301,2,0.91,-0.329,-0.149,0.03
2026,302,5,0.85,0.004,-0.141,0.059
2026,304,24,5.33,-0.267,-1.302,0.261
2026,305,56,13.65,-0.012,-0.383,-0.345
2026,306,1,0.21,-0.071,0.02,0.0
2026,307,2,0.21,0.058,0.155,0.145
2026,308,19,4.05,0.8,-2.361,-0.599
2026,309,2,0.1,0.021,-0.121,-0.02
2026,310,2,0.42,-0.016,-0.296,-0.101
2026,312,11,2.8,0.679,-1.972,-2.094
2026,313,6,0.6,0.008,-0.021,-0.039
2026,314,27,7.21,0.278,-2.218,-0.065
2026,316,3,1.04,-0.313,-0.318,0.465
2026,317,12,2.86,-0.023,-0.94,-0.218
2026,318,4,1.13,-0.375,-0.261,0.133
2026,321,9,2.59,-0.033,-1.744,0.163
2026,322,1,0.25,0.063,0.259,0.164
2026,323,60,16.61,-0.473,-0.664,-0.11
2026,324,259,52.27,0.628,-4.235,-0.666
2026,325,309,44.94,-0.114,-1.396,-0.608
2026,326,52,14.13,-0.103,-0.422,1.42
2026,330,4,1.18,0.102,0.501,0.391
2026,332,3,0.62,0.034,-0.386,-0.107
2026,333,17,3.12,-0.478,0.33,1.202
2026,334,9,0.71,-0.039,-0.123,-0.046
2026,336,1,0.05,-0.006,0.008,0.003
2026,337,7,1.04,0.008,0.506,0.184
2026,338,122,50.07,-0.096,1.907,2.808
2026,339,1,0.17,-0.025,0.091,0.073
2026,340,3,0.44,-0.201,0.087,-0.388
2026,343,8,1.71,0.258,-0.684,-0.284
2026,345,9,2.81,0.424,-0.096,0.344
2026,346,12,0.64,-0.051,0.117,0.094
2026,347,1,0.05,-0.005,-0.017,-0.038
2026,349,1,0.15,-0.022,-0.019,0.008
2026,350,5,2.32,-0.339,-0.135,-0.019
2026,353,1,0.1,0.024,0.085,0.041
2026,355,28,12.99,-0.287,-1.82,-0.338
2026,357,104,26.91,-0.058,-1.774,0.437
2026,358,5,1.08,0.066,0.006,0.059
2026,360,9,4.04,-0.165,-1.95,0.348
2026,361,3,0.18,-0.031,-0.006,0.038
2026,364,8,0.53,-0.008,-0.135,-0.299
2026,365,1,0.05,0.003,0.025,0.009
2026,367,1,0.05,0.01,0.055,0.0
2026,370,6,1.5,0.032,-0.594,-0.205
2026,371,3,0.29,-0.025,-0.12,0.013
2026,372,18,3.71,-0.096,-0.564,0.142
2026,375,9,0.97,-0.172,-0.069,-0.159
2026,376,36,3.64,-0.058,0.414,0.038
2026,379,3,0.59,0.071,-0.555,0.043
2026,380,10,1.53,-0.106,0.126,-0.439
2026,382,7,0.7,0.052,-0.401,-0.179
2026,383,14,4.31,-0.242,1.131,1.468
2026,385,8,1.78,-0.116,-0.566,-0.028
2026,386,1,0.21,-0.051,0.008,0.046
2026,388,1,0.07,-0.012,-0.008,-0.014
2026,389,7,2.3,-0.155,-1.239,0.241
2026,391,464,79.12,0.41,-2.68,-0.667
2026,392,1,0.07,-0.007,-0.056,0.0
2026,393,4,0.78,0.088,0.523,0.691
2026,394,1,0.05,0.011,-0.042,-0.017
2026,395,81,3.75,0.117,0.014,-0.056
2026,396,32,2.39,0.207,1.112,0.374
2026,401,4,1.78,0.542,-1.612,-1.004
2026,406,1,0.42,-0.117,0.199,0.0
2026,407,17,11.36,-0.541,-0.15,0.532
2026,412,1,0.1,-0.024,0.011,-0.033
2026,413,4,2.27,0.265,-1.127,-0.484
2026,415,1,0.35,0.157,-0.382,-0.322
2026,416,6,3.46,0.185,-0.358,-0.247
2026,422,1,0.15,-0.072,0.013,0.0
2026,423,4,1.85,0.308,-1.234,-0.726
2026,425,2,0.21,-0.079,0.006,0.151
2026,428,1,0.3,-0.057,-0.017,-0.043
2026,437,7,2.98,0.114,-0.951,0.494
2026,448,112,49.19,-0.474,-1.908,-0.851
2026,449,83,46.25,-0.109,-2.115,-0.534
2026,450,5,1.48,0.396,1.539,0.51
2026,451,2,0.89,-0.033,-0.224,0.091
2026,452,2,0.42,0.273,0.771,0.313
2026,454,26,12.66,0.79,-0.996,0.178
2026,455,3,1.13,-0.154,0.076,0.079
2026,456,2,0.59,0.189,-0.68,-0.27
2026,457,6,3.28,-0.329,-0.598,0.31
2026,458,7,3.7,0.411,-1.498,-0.6
2026,459,2,0.59,0.062,0.514,0.063
2026,460,1,0.3,-0.058,0.072,0.18
2026,461,1,0.3,-0.091,0.022,0.137
2026,462,5,1.48,0.128,-0.301,0.015
2026,463,2,0.59,-0.164,0.037,0.13
2026,464,1,0.3,-0.091,-0.067,0.144
2026,467,1,0.84,-0.264,0.257,0.808
2026,470,8,6.23,0.15,0.888,1.422
2026,471,38,18.61,-0.034,-2.736,-1.083
2026,474,1,0.42,0.272,-0.709,0.0
2026,478,2,0.52,-0.179,0.174,0.077
2026,482,1,0.42,-0.089,-0.217,0.134
2026,490,4,2.02,0.211,-0.981,-0.789
2026,494,12,6.98,-0.959,0.473,2.572
2026,497,3,1.43,0.679,-0.947,-0.11
2026,501,1,0.42,0.033,-0.391,-0.031
2026,503,3,0.89,0.166,0.556,0.0
2026,508,2,0.59,-0.005,0.288,0.567
2026,513,1,0.35,0.092,-0.294,-0.231
2026,514,21,11.31,-0.17,2.874,1.082
2026,516,6,2.51,0.141,-1.264,-0.328
2026,517,3,1.68,-0.5,-0.226,-0.146
2026,522,80,36.83,0.022,-1.03,0.152
2026,523,15,7.75,-0.209,-1.22,-0.118
2026,524,1,0.15,-0.07,-0.037,0.0
2026,525,1,0.1,0.091,0.222,0.0
2026,527,1,0.15,0.015,0.078,0.096
2026,530,2,0.5,-0.026,0.039,-0.04
2026,543,68,22.21,0.463,-3.924,-0.76
2026,545,2,0.84,0.092,0.0,0.0
2026,546,81,38.47,-1.097,-0.11,1.744
2026,553,1,0.84,-0.098,-0.209,-0.093
2026,555,28,12.2,-0.053,-3.598,-0.005
2026,556,8,4.57,0.548,-2.571,-0.188
2026,559,2,0.84,0.195,-0.693,-0.315
2026,562,41,20.03,0.393,-2.342,-0.26
2026,564,1,0.42,0.167,-0.61,-0.238
2026,572,13,3.44,-0.259,-0.364,0.139
2026,576,1,0.1,-0.009,0.083,-0.021
2026,578,1,0.42,-0.095,-0.091,-0.033
2026,580,2,0.42,0.127,-0.332,-0.339
2026,583,4,2.52,-0.059,-0.688,0.073
2026,585,2,0.84,0.31,-1.005,-0.515
2026,588,2,0.84,0.056,-0.744,-0.035
2026,591,3,1.25,-0.252,0.337,1.012
2026,593,6,2.51,0.307,-1.897,-0.159
2026,599,2,0.84,-0.233,0.0,0.0
2026,600,4,1.18,0.021,0.0,0.0
2026,609,5,2.25,-0.116,-0.128,-0.064
2026,610,3,0.72,0.134,-0.548,-0.235
2026,616,11,4.6,0.558,-2.453,-0.954
2026,617,2,0.59,-0.091,0.027,0.2
2026,619,7,4.79,-0.116,-0.513,0.63
2026,621,1,0.42,0.182,-0.477,-0.293
2026,629,2,1.0,0.239,0.626,0.642
2026,630,2,0.84,0.179,-0.631,-0.341
2026,631,1,0.42,0.113,-0.378,-0.191
2026,632,2,0.84,0.124,-1.035,-0.059
2026,633,4,2.2,1.497,-2.86,-2.657
2026,635,4,1.67,-0.086,-0.63,-0.029
2026,644,1,0.25,-0.072,0.079,-0.031
2026,648,3,1.6,0.214,-0.928,-0.644
2026,651,2,1.0,-0.096,0.183,0.163
2026,654,2,0.1,0.118,0.269,0.0
2026,656,1,0.05,0.065,-0.136,0.0
2026,661,1,0.59,0.008,-0.175,-0.182
2026,664,1,0.05,0.032,-0.073,-0.08
2026,665,1,0.25,0.061,0.262,0.167
2026,666,3,1.85,-0.047,-0.543,-0.043
2026,667,5,2.44,0.709,-2.409,0.0
2026,673,8,6.23,0.358,-1.539,-0.179
2026,677,11,3.75,0.978,-2.198,-1.361
2026,686,1,0.59,0.152,-0.533,-0.591
2026,694,1,0.59,-0.107,-0.044,0.077
2026,696,1,0.59,-0.069,-0.097,0.022
2026,697,1,0.59,-0.151,0.007,0.16
2026,699,7,4.15,0.556,1.209,0.423
2026,703,1,0.59,0.169,0.436,0.396
2026,709,1,0.59,0.088,-0.32,-0.208
2026,715,4,2.37,0.876,-2.199,-2.328
2026,721,47,38.99,-0.717,-2.408,0.067
2026,726,7,3.11,1.027,-3.482,-1.497
2026,727,4,0.59,0.481,-1.125,0.0
2026,728,2,1.19,-0.271,0.101,-0.33
2026,730,4,2.87,0.05,-1.976,0.063
2026,732,22,15.76,-0.28,0.262,1.122
2026,733,1,0.59,-0.006,-0.182,-0.065
2026,734,1,0.59,0.047,0.322,0.079
2026,735,1,0.59,0.013,-0.345,0.0
2026,736,1,0.59,0.746,1.509,0.0
2026,737,1,0.59,0.436,-1.177,-0.566
2026,745,1,0.84,-0.197,0.098,0.478
2026,748,2,0.71,0.031,-0.03,0.356
2026,751,8,1.42,-0.008,-0.802,-0.035
2026,754,10,4.14,-0.354,-0.598,-0.54
2026,755,2,1.68,-0.377,0.03,0.091
2026,757,11,6.42,-0.304,1.781,0.386
2026,758,2,0.42,0.126,0.543,0.159
2026,768,1,0.84,-0.079,-0.018,0.089
2026,770,10,8.4,0.176,-1.946,-0.28
2026,776,287,14.91,0.488,1.794,1.409
2026,796,2,1.68,-0.22,0.208,0.695
2026,810,10,0.93,-0.098,-0.069,-0.018
2026,811,3,0.22,-0.05,-0.025,-0.244
2026,812,26,0.89,-0.055,0.113,0.057
2026,832,1,0.84,0.194,-0.558,-0.29
2026,836,2,1.68,0.13,-0.686,-0.233
2026,837,7,5.88,0.403,-1.756,-0.561
2026,838,1,0.84,-0.198,0.3,0.0
2026,844,15,12.6,0.489,-2.213,-0.888
