district_id,district_name,state_abbr,state_name,year,race,dem_pct,rep_pct,margin,dem_votes,rep_votes,vote_margin,total_votes
106,AL-06,AL,Alabama,2016,President,25.8,69.6,43.8,"86,481","233,512","147,031","335,672"
107,AL-07,AL,Alabama,2016,President,69.2,28.5,-40.7,"203,474","83,757","-119,717","293,883"
101,AL-01,AL,Alabama,2016,Senate,34.5,65.3,30.8,"103,447","196,003","92,556","300,116"
102,AL-02,AL,Alabama,2016,Senate,34.3,65.5,31.2,"97,058","185,618","88,560","283,339"
103,AL-03,AL,Alabama,2016,Senate,33.7,66.2,32.5,"96,477","189,696","93,219","286,617"
104,AL-04,AL,Alabama,2016,Senate,21,78.8,57.8,"60,513","226,829","166,316","287,765"
105,AL-05,AL,Alabama,2016,Senate,32.8,67,34.2,"101,600","207,205","105,605","309,307"
106,AL-06,AL,Alabama,2016,Senate,27,72.8,45.8,"89,586","241,398","151,812","331,607"
107,AL-07,AL,Alabama,2016,Senate,69.2,30.7,-38.5,"200,106","88,721","-111,385","289,138"
101,AL-01,AL,Alabama,2014,Governor,,,,,,,
102,AL-02,AL,Alabama,2014,Governor,,,,,,,
103,AL-03,AL,Alabama,2014,Governor,,,,,,,
104,AL-04,AL,Alabama,2014,Governor,,,,,,,
105,AL-05,AL,Alabama,2014,Governor,,,,,,,
106,AL-06,AL,Alabama,2014,Governor,,,,,,,
107,AL-07,AL,Alabama,2014,Governor,,,,,,,
201,AK-01,AK,Alaska,2024,President,41.4,54.5,13.1,140026,184458,44432,338177
201,AK-01,AK,Alaska,2022,Governor,24.21,50.29,26.08,63851,132632,68781,263752
201,AK-01,AK,Alaska,2022,Senate,,,,,,,
201,AK-01,AK,Alaska,2020,President,42.8,52.8,10,153778,189951,36173,359530
201,AK-01,AK,Alaska,2020,Senate,41.2,53.9,12.7,146068,191112,45044,354587
201,AK-01,AK,Alaska,2018,Governor,44.4,51.4,7,125739,145631,19892,283134
201,AK-01,AK,Alaska,2016,President,36.6,51.3,14.7,116454,163387,46933,318608
201,AK-01,AK,Alaska,2016,Senate,,,,,,0,
401,AZ-01,AZ,Arizona,2024,President,48,51.1,3.1,"216,232","230,237","14,005","450,734"
402,AZ-02,AZ,Arizona,2024,President,42,57,15,"174,969","237,306","62,337","416,477"
403,AZ-03,AZ,Arizona,2024,President,69.2,29.4,-39.8,"147,522","62,762","-84,760","213,222"
404,AZ-04,AZ,Arizona,2024,President,52.6,46,-6.7,"182,893","159,723","-23,170","347,506"
405,AZ-05,AZ,Arizona,2024,President,39.5,59.5,20,"175,673","264,571","88,898","445,025"
406,AZ-06,AZ,Arizona,2024,President,49.1,49.8,0.7,"216,024","219,323","3,299","440,175"
407,AZ-07,AZ,Arizona,2024,President,60.5,38.4,-22.1,"170,352","108,028","-62,324","281,685"
408,AZ-08,AZ,Arizona,2024,President,41.4,57.7,16.3,"162,183","226,186","64,003","392,023"
409,AZ-09,AZ,Arizona,2024,President,34,65.1,31.1,"137,012","262,106","125,094","402,472"
401,AZ-01,AZ,Arizona,2024,Senate,51.6,46.6,-5.0,"230,005","207,860","-22,145","446,098"
402,AZ-02,AZ,Arizona,2024,Senate,44.9,53.0,8.1,"185,429","218,498","33,069","412,546"
403,AZ-03,AZ,Arizona,2024,Senate,72.9,24.0,-48.9,"154,814","50,865","-103,949","212,245"
404,AZ-04,AZ,Arizona,2024,Senate,56.2,41.1,-15.1,"193,281","141,582","-51,699","344,180"
405,AZ-05,AZ,Arizona,2024,Senate,43.2,54.7,11.5,"189,836","240,570","50,734","439,797"
406,AZ-06,AZ,Arizona,2024,Senate,51.4,46.3,-5.1,"222,982","200,863","-22,119","434,100"
407,AZ-07,AZ,Arizona,2024,Senate,63.4,33.3,-30.1,"176,010","92,344","-83,666","277,702"
408,AZ-08,AZ,Arizona,2024,Senate,45.0,52.7,7.7,"174,817","204,402","29,585","388,089"
409,AZ-09,AZ,Arizona,2024,Senate,37.5,60.1,22.6,"149,161","238,777","89,616","397,380"
401,AZ-01,AZ,Arizona,2022,Senate,52.5,45.8,-6.6,"193,381","169,004","-24,377","368,691"
402,AZ-02,AZ,Arizona,2022,Senate,46.4,51.2,4.8,"151,673","167,354","15,681","326,765"
403,AZ-03,AZ,Arizona,2022,Senate,76.2,21.4,-54.8,"109,639","30,791","-78,848","143,846"
404,AZ-04,AZ,Arizona,2022,Senate,57,40.7,-16.4,"153,801","109,697","-44,104","269,706"
405,AZ-05,AZ,Arizona,2022,Senate,44,53.9,9.9,"143,683","175,871","32,188","326,345"
406,AZ-06,AZ,Arizona,2022,Senate,53.6,44.3,-9.4,"189,435","156,270","-33,165","353,132"
407,AZ-07,AZ,Arizona,2022,Senate,67.9,29.7,-38.2,"134,783","58,979","-75,804","198,423"
408,AZ-08,AZ,Arizona,2022,Senate,45.6,52.2,6.6,"140,868","161,230","20,362","308,997"
409,AZ-09,AZ,Arizona,2022,Senate,37.6,59.9,22.4,"104,764","167,112","62,348","278,767"
401,AZ-01,AZ,Arizona,2022,Governor,51.5,48.1,-3.4,"189,379","176,890","-12,489","367,429"
402,AZ-02,AZ,Arizona,2022,Governor,45.4,54.4,8.9,"147,869","176,950","29,081","325,427"
403,AZ-03,AZ,Arizona,2022,Governor,75.3,24.3,-51,"107,873","34,859","-73,014","143,251"
404,AZ-04,AZ,Arizona,2022,Governor,56.1,43.5,-12.6,"150,581","116,859","-33,722","268,533"
405,AZ-05,AZ,Arizona,2022,Governor,42.8,56.9,14.1,"139,389","185,285","45,896","325,707"
406,AZ-06,AZ,Arizona,2022,Governor,52.1,47.6,-4.5,"183,529","167,622","-15,907","352,117"
407,AZ-07,AZ,Arizona,2022,Governor,66.5,33.2,-33.2,"131,147","65,552","-65,595","197,297"
408,AZ-08,AZ,Arizona,2022,Governor,44.4,55.2,10.8,"137,090","170,308","33,218","308,457"
409,AZ-09,AZ,Arizona,2022,Governor,36.3,63.4,27.1,"101,034","176,449","75,415","278,347"
401,AZ-01,AZ,Arizona,2020,President,50.1,48.4,-1.7,"187,192","180,687","-6,505","373,603"
402,AZ-02,AZ,Arizona,2020,President,54.5,43.9,-10.6,"213,396","171,790","-41,606","391,411"
403,AZ-03,AZ,Arizona,2020,President,62.8,35.7,-27.1,"174,882","99,540","-75,342","278,498"
404,AZ-04,AZ,Arizona,2020,President,30.6,68,37.4,"126,020","280,107","154,087","411,919"
405,AZ-05,AZ,Arizona,2020,President,41.9,56.4,14.5,"195,268","262,806","67,538","465,592"
406,AZ-06,AZ,Arizona,2020,President,47.3,51.4,4.1,"204,316","222,054","17,738","432,165"
407,AZ-07,AZ,Arizona,2020,President,73.7,24.7,-48.9,"165,114","55,421","-109,693","224,138"
408,AZ-08,AZ,Arizona,2020,President,41.4,57.3,15.9,"181,745","251,568","69,823","439,133"
409,AZ-09,AZ,Arizona,2020,President,60.8,37.3,-23.5,"224,210","137,713","-86,497","368,835"
401,AZ-01,AZ,Arizona,2020,Senate Special,52.1,47.9,-4.2,"193,298","177,666","-15,632","370,964"
402,AZ-02,AZ,Arizona,2020,Senate Special,55.7,44.3,-11.4,"216,577","172,110","-44,467","388,687"
403,AZ-03,AZ,Arizona,2020,Senate Special,65.5,34.5,-31,"180,477","95,096","-85,381","275,573"
404,AZ-04,AZ,Arizona,2020,Senate Special,33,67,34,"134,424","272,785","138,361","407,209"
405,AZ-05,AZ,Arizona,2020,Senate Special,43.5,56.5,12.9,"200,788","260,395","59,607","461,183"
406,AZ-06,AZ,Arizona,2020,Senate Special,48.3,51.7,3.5,"206,726","221,678","14,952","428,404"
407,AZ-07,AZ,Arizona,2020,Senate Special,76,24,-51.9,"168,640","53,333","-115,307","221,973"
408,AZ-08,AZ,Arizona,2020,Senate Special,43.3,56.7,13.4,"188,197","246,559","58,362","434,756"
409,AZ-09,AZ,Arizona,2020,Senate Special,62.2,37.8,-24.4,"227,340","138,039","-89,301","365,379"
401,AZ-01,AZ,Arizona,2018,Senate,50.6,46.4,-4.2,"136,113","124,893","-11,220","269,211"
402,AZ-02,AZ,Arizona,2018,Senate,52.6,45.2,-7.4,"157,286","135,172","-22,114","299,307"
403,AZ-03,AZ,Arizona,2018,Senate,63.8,32.9,-30.9,"116,396","59,992","-56,404","182,463"
404,AZ-04,AZ,Arizona,2018,Senate,32.8,64.4,31.6,"92,065","180,758","88,693","280,792"
405,AZ-05,AZ,Arizona,2018,Senate,42.3,55.5,13.2,"135,175","177,271","42,096","319,660"
406,AZ-06,AZ,Arizona,2018,Senate,47.3,50.7,3.4,"150,525","161,347","10,822","317,982"
407,AZ-07,AZ,Arizona,2018,Senate,75.3,21.1,-54.1,"109,205","30,670","-78,535","145,109"
408,AZ-08,AZ,Arizona,2018,Senate,42.8,54.8,12,"131,651","168,578","36,927","307,501"
409,AZ-09,AZ,Arizona,2018,Senate,61.3,36.4,-24.9,"162,684","96,519","-66,165","265,518"
401,AZ-01,AZ,Arizona,2018,Governor,43.1,54.3,11.2,"115,599","145,564","29,965","268,229"
402,AZ-02,AZ,Arizona,2018,Governor,46.1,51.5,5.5,"137,319","153,591","16,272","297,955"
403,AZ-03,AZ,Arizona,2018,Governor,57.7,39.5,-18.2,"104,849","71,743","-33,106","181,733"
404,AZ-04,AZ,Arizona,2018,Governor,25.1,72.9,47.9,"70,377","204,737","134,360","280,694"
405,AZ-05,AZ,Arizona,2018,Governor,34,64,30,"108,387","203,980","95,593","318,735"
406,AZ-06,AZ,Arizona,2018,Governor,38.2,60.1,21.9,"120,931","190,183","69,252","316,704"
407,AZ-07,AZ,Arizona,2018,Governor,67.2,29.6,-37.6,"97,222","42,826","-54,396","144,569"
408,AZ-08,AZ,Arizona,2018,Governor,33.2,64.6,31.4,"101,753","198,124","96,371","306,715"
409,AZ-09,AZ,Arizona,2018,Governor,52.2,45.5,-6.7,"137,904","120,115","-17,789","264,035"
401,AZ-01,AZ,Arizona,2016,President,45.5,46.6,1,"132,879","135,936","3,057","291,830"
402,AZ-02,AZ,Arizona,2016,President,48.6,43.8,-4.8,"156,667","141,184","-15,483","322,158"
403,AZ-03,AZ,Arizona,2016,President,61.6,32.1,-29.5,"130,466","67,953","-62,513","211,944"
404,AZ-04,AZ,Arizona,2016,President,27.1,66.7,39.5,"82,193","202,038","119,845","303,092"
405,AZ-05,AZ,Arizona,2016,President,35.5,56.1,20.5,"121,280","191,432","70,152","341,437"
406,AZ-06,AZ,Arizona,2016,President,41.7,51.5,9.8,"143,525","177,251","33,726","343,866"
407,AZ-07,AZ,Arizona,2016,President,70.6,22.3,-48.3,"117,937","37,229","-80,708","167,157"
408,AZ-08,AZ,Arizona,2016,President,36.4,57.1,20.8,"121,035","190,244","69,209","332,896"
409,AZ-09,AZ,Arizona,2016,President,53.5,37.6,-15.9,"155,185","109,134","-46,051","290,277"
401,AZ-01,AZ,Arizona,2016,Senate,45.3,48.4,3,"130,472","139,218","8,746","287,821"
402,AZ-02,AZ,Arizona,2016,Senate,45.6,48.8,3.2,"143,613","153,638","10,025","315,030"
403,AZ-03,AZ,Arizona,2016,Senate,54.2,40.1,-14.2,"111,526","82,375","-29,151","205,627"
404,AZ-04,AZ,Arizona,2016,Senate,27.6,63.8,36.2,"81,251","187,582","106,331","293,989"
405,AZ-05,AZ,Arizona,2016,Senate,31.2,62.9,31.7,"104,212","209,814","105,602","333,614"
406,AZ-06,AZ,Arizona,2016,Senate,35.3,59.5,24.2,"118,816","200,321","81,505","336,893"
407,AZ-07,AZ,Arizona,2016,Senate,62.3,32.1,-30.2,"102,143","52,694","-49,449","163,901"
408,AZ-08,AZ,Arizona,2016,Senate,32.7,60.7,28,"106,452","197,488","91,036","325,573"
409,AZ-09,AZ,Arizona,2016,Senate,46.6,47.8,1.2,"132,760","136,137","3,377","284,612"
401,AZ-01,AZ,Arizona,2014,Governor,,,,,,,
402,AZ-02,AZ,Arizona,2014,Governor,,,,,,,
403,AZ-03,AZ,Arizona,2014,Governor,,,,,,,
404,AZ-04,AZ,Arizona,2014,Governor,,,,,,,
405,AZ-05,AZ,Arizona,2014,Governor,,,,,,,
406,AZ-06,AZ,Arizona,2014,Governor,,,,,,,
407,AZ-07,AZ,Arizona,2014,Governor,,,,,,,
408,AZ-08,AZ,Arizona,2014,Governor,,,,,,,
409,AZ-09,AZ,Arizona,2014,Governor,,,,,,,
501,AR-01,AR,Arkansas,2024,President,26.4,71.7,45.3,72183,196035,123852,273446
502,AR-02,AR,Arkansas,2024,President,41.0,56.6,15.5,131089,180710,49621,319500
503,AR-03,AR,Arkansas,2024,President,36.2,61.1,24.9,112073,189161,77088,309672
504,AR-04,AR,Arkansas,2024,President,29.1,69.0,39.9,81560,193335,111775,280058
501,AR-01,AR,Arkansas,2022,Senate,25.0,71.8,46.7,52646,150998,98352,210386
502,AR-02,AR,Arkansas,2022,Senate,37.7,59.1,21.5,93261,146457,53196,247609
503,AR-03,AR,Arkansas,2022,Senate,33.3,63.2,29.9,74813,141788,66975,224356
504,AR-04,AR,Arkansas,2022,Senate,27.2,70.0,42.8,59467,153194,93727,218955
501,AR-01,AR,Arkansas,2022,Governor,27.9,70.1,42.2,59141,148651,89510,211988
502,AR-02,AR,Arkansas,2022,Governor,42.8,55.5,12.7,106488,138181,31693,248877
503,AR-03,AR,Arkansas,2022,Governor,38.3,59.6,21.3,86301,134310,48009,225351
504,AR-04,AR,Arkansas,2022,Governor,30.5,67.9,37.4,67312,149963,82651,220821
501,AR-01,AR,Arkansas,2020,President,27.9,69.1,41.2,"75,880","187,570","111,690","271,623"
502,AR-02,AR,Arkansas,2020,President,44.3,53.1,8.8,"147,552","177,053","29,501","333,347"
503,AR-03,AR,Arkansas,2020,President,35.2,61.9,26.7,"118,141","207,778","89,637","335,850"
504,AR-04,AR,Arkansas,2020,President,29.6,67.7,38.1,"82,359","188,246","105,887","278,249"
501,AR-01,AR,Arkansas,2020,Senate,26.2,73.8,47.6,"68,959","194,560","125,601","263,519"
502,AR-02,AR,Arkansas,2020,Senate,42.2,57.8,15.6,"138,060","189,198","51,138","327,258"
503,AR-03,AR,Arkansas,2020,Senate,35.4,64.6,29.2,"116,805","213,563","96,758","330,368"
504,AR-04,AR,Arkansas,2020,Senate,27.8,72.2,44.4,"75,566","196,550","120,984","272,116"
501,AR-01,AR,Arkansas,2018,Governor,27.4,68.9,41.5,"55,565","139,530","83,965","202,460"
502,AR-02,AR,Arkansas,2018,Governor,38.9,58.6,19.7,"98,387","148,511","50,124","253,240"
503,AR-03,AR,Arkansas,2018,Governor,30.7,66.3,35.6,"70,566","152,175","81,609","229,554"
504,AR-04,AR,Arkansas,2018,Governor,28.5,68.9,40.4,"58,700","142,190","83,490","206,255"
501,AR-01,AR,Arkansas,2016,President,30.2,65,34.8,"78,644","169,330","90,686","260,600"
502,AR-02,AR,Arkansas,2016,President,41.7,52.4,10.7,"127,878","160,763","32,885","306,949"
503,AR-03,AR,Arkansas,2016,President,30.5,61.9,31.4,"89,081","180,921","91,840","292,163"
504,AR-04,AR,Arkansas,2016,President,31.3,64.2,32.9,"84,842","173,730","88,888","270,780"
501,AR-01,AR,Arkansas,2016,Senate,33,63,30,"83,089","158,745","75,656","252,095"
502,AR-02,AR,Arkansas,2016,Senate,44.7,51.4,6.7,"135,698","156,193","20,495","303,598"
503,AR-03,AR,Arkansas,2016,Senate,31.5,63.9,32.4,"90,815","184,619","93,804","288,732"
504,AR-04,AR,Arkansas,2016,Senate,34.6,61.7,27.1,"90,949","162,307","71,358","262,919"
501,AR-01,AR,Arkansas,2014,Governor,,,,,,,
502,AR-02,AR,Arkansas,2014,Governor,,,,,,,
503,AR-03,AR,Arkansas,2014,Governor,,,,,,,
504,AR-04,AR,Arkansas,2014,Governor,,,,,,,
601,CA-01,CA,California,2024,President,36.1,61.1,25,"118,071","199,592","81,521","326,816"
602,CA-02,CA,California,2024,President,70.9,25.7,-45.2,"276,666","100,337","-176,329","390,252"
603,CA-03,CA,California,2024,President,46.5,50.3,3.8,"201,872","218,348","16,476","433,846"
604,CA-04,CA,California,2024,President,64,32.8,-31.2,"225,098","115,327","-109,771","351,475"
605,CA-05,CA,California,2024,President,39.9,57.6,17.7,"151,656","219,017","67,361","380,401"
606,CA-06,CA,California,2024,President,55.2,41.4,-13.8,"166,456","124,649","-41,807","301,388"
607,CA-07,CA,California,2024,President,63.1,33.3,-29.8,"195,089","103,105","-91,984","309,169"
608,CA-08,CA,California,2024,President,70.2,26.6,-43.6,"199,908","75,663","-124,245","284,892"
609,CA-09,CA,California,2024,President,47.6,49.4,1.8,"122,864","127,413","4,549","258,084"
610,CA-10,CA,California,2024,President,65.2,31.4,-33.8,"247,144","119,032","-128,112","378,934"
611,CA-11,CA,California,2024,President,81.8,14.1,-67.7,"295,462","50,870","-244,592","361,181"
612,CA-12,CA,California,2024,President,84.5,10.6,-73.9,"269,134","33,869","-235,265","318,372"
613,CA-13,CA,California,2024,President,46,51.3,5.3,"100,315","111,921","11,606","218,041"
614,CA-14,CA,California,2024,President,65.8,30.4,-35.4,"191,247","88,243","-103,004","290,733"
615,CA-15,CA,California,2024,President,72.2,24.3,-47.9,"220,581","74,238","-146,343","305,556"
616,CA-16,CA,California,2024,President,72.5,23.9,-48.6,"249,290","82,378","-166,912","343,983"
617,CA-17,CA,California,2024,President,66.8,28.8,-38,"176,367","76,220","-100,147","264,215"
618,CA-18,CA,California,2024,President,63.2,33.7,-29.5,"149,243","79,554","-69,689","236,193"
619,CA-19,CA,California,2024,President,65.4,31,-34.4,"246,335","116,873","-129,462","376,406"
620,CA-20,CA,California,2024,President,33.7,64,30.3,"110,593","210,143","99,550","328,291"
621,CA-21,CA,California,2024,President,50.6,46.8,-3.8,"101,183","93,534","-7,649","199,962"
622,CA-22,CA,California,2024,President,45.8,51.6,5.8,"79,316","89,307","9,991","173,170"
623,CA-23,CA,California,2024,President,40.3,57.1,16.8,"110,233","156,309","46,076","273,840"
624,CA-24,CA,California,2024,President,61,35.9,-25.1,"214,429","126,327","-88,102","351,723"
625,CA-25,CA,California,2024,President,50.1,47.6,-2.5,"125,439","119,250","-6,189","250,551"
626,CA-26,CA,California,2024,President,55.2,42,-13.2,"190,714","145,126","-45,588","345,593"
627,CA-27,CA,California,2024,President,50.5,46.6,-3.9,"157,116","144,967","-12,149","311,267"
628,CA-28,CA,California,2024,President,61.8,34.9,-26.9,"204,234","115,164","-89,070","330,410"
629,CA-29,CA,California,2024,President,65.8,31,-34.8,"154,251","72,704","-81,547","234,298"
630,CA-30,CA,California,2024,President,68.8,27.8,-41,"233,113","94,014","-139,099","338,770"
631,CA-31,CA,California,2024,President,56.9,40,-16.9,"151,512","106,527","-44,985","266,051"
632,CA-32,CA,California,2024,President,64.2,32.9,-31.3,"224,333","114,805","-109,528","349,352"
633,CA-33,CA,California,2024,President,52.9,44.2,-8.7,"128,926","107,553","-21,373","243,550"
634,CA-34,CA,California,2024,President,73.1,22.4,-50.7,"156,727","48,089","-108,638","214,522"
635,CA-35,CA,California,2024,President,53.7,43.4,-10.3,"130,916","105,838","-25,078","243,927"
636,CA-36,CA,California,2024,President,67.9,28.8,-39.1,"261,900","111,111","-150,789","385,607"
637,CA-37,CA,California,2024,President,78.7,18.3,-60.4,"184,949","42,949","-142,000","235,123"
638,CA-38,CA,California,2024,President,56.5,40.4,-16.1,"166,547","119,129","-47,418","294,851"
639,CA-39,CA,California,2024,President,53.3,43.6,-9.7,"125,904","103,010","-22,894","236,170"
640,CA-40,CA,California,2024,President,47.2,49.5,2.3,"184,629","193,658","9,029","391,294"
641,CA-41,CA,California,2024,President,45.7,51.6,5.9,"165,816","187,206","21,390","362,476"
642,CA-42,CA,California,2024,President,64.5,32,-32.5,"159,936","79,485","-80,451","248,048"
643,CA-43,CA,California,2024,President,72.9,23.9,-49,"162,810","53,414","-109,396","223,391"
644,CA-44,CA,California,2024,President,65.3,31.5,-33.8,"164,011","79,110","-84,901","251,040"
645,CA-45,CA,California,2024,President,49.3,47.8,-1.5,"159,788","154,805","-4,983","324,170"
646,CA-46,CA,California,2024,President,57.3,39.6,-17.7,"125,117","86,405","-38,712","218,247"
647,CA-47,CA,California,2024,President,50.3,46.2,-4.1,"182,471","167,342","-15,129","362,527"
648,CA-48,CA,California,2024,President,41.1,56.4,15.3,"152,739","209,567","56,828","371,472"
649,CA-49,CA,California,2024,President,52.5,44.7,-7.8,"202,121","172,262","-29,859","385,279"
650,CA-50,CA,California,2024,President,63.1,33.5,-29.6,"234,982","124,903","-110,079","372,323"
651,CA-51,CA,California,2024,President,60.2,36.7,-23.5,"204,027","124,411","-79,616","338,799"
652,CA-52,CA,California,2024,President,59.3,38.1,-21.2,"159,462","102,468","-56,994","269,031"
601,CA-01,CA,California,2024,Senate,35.8,64.2,28.4,"114,158","204,389","90,231","318,547"
602,CA-02,CA,California,2024,Senate,71.3,28.7,-42.6,"272,237","109,832","-162,405","382,069"
603,CA-03,CA,California,2024,Senate,45.6,54.4,8.8,"193,297","230,714","37,417","424,011"
604,CA-04,CA,California,2024,Senate,64.5,35.5,-29,"221,654","122,106","-99,548","343,760"
605,CA-05,CA,California,2024,Senate,39.6,60.4,20.8,"147,509","225,150","77,641","372,659"
606,CA-06,CA,California,2024,Senate,55.8,44.2,-11.6,"163,559","129,788","-33,771","293,347"
607,CA-07,CA,California,2024,Senate,64.3,35.7,-28.6,"193,216","107,266","-85,950","300,482"
608,CA-08,CA,California,2024,Senate,72.2,27.8,-44.4,"198,136","76,264","-121,872","274,400"
609,CA-09,CA,California,2024,Senate,49,51,2,"123,009","127,809","4,800","250,818"
610,CA-10,CA,California,2024,Senate,64.5,35.5,-29,"235,826","129,734","-106,092","365,560"
611,CA-11,CA,California,2024,Senate,83.5,16.5,-67,"283,439","56,001","-227,438","339,440"
612,CA-12,CA,California,2024,Senate,87.9,12.1,-75.8,"264,470","36,481","-227,989","300,951"
613,CA-13,CA,California,2024,Senate,48.2,51.8,3.6,"101,663","109,291","7,628","210,954"
614,CA-14,CA,California,2024,Senate,67,33,-34,"186,285","91,589","-94,696","277,874"
615,CA-15,CA,California,2024,Senate,73.4,26.6,-46.8,"215,672","78,354","-137,318","294,026"
616,CA-16,CA,California,2024,Senate,72.1,27.9,-44.2,"240,925","93,100","-147,825","334,025"
617,CA-17,CA,California,2024,Senate,68.4,31.6,-36.8,"173,577","80,092","-93,485","253,669"
618,CA-18,CA,California,2024,Senate,64.8,35.2,-29.6,"148,320","80,489","-67,831","228,809"
619,CA-19,CA,California,2024,Senate,65.7,34.3,-31.4,"239,727","124,905","-114,822","364,632"
620,CA-20,CA,California,2024,Senate,33.5,66.5,33,"107,361","213,081","105,720","320,442"
621,CA-21,CA,California,2024,Senate,51.6,48.4,-3.2,"99,652","93,609","-6,043","193,261"
622,CA-22,CA,California,2024,Senate,47.3,52.7,5.4,"79,500","88,606","9,106","168,106"
623,CA-23,CA,California,2024,Senate,40.7,59.3,18.6,"108,469","158,149","49,680","266,618"
