state,county_name,county_id,dem_2016,gop_2016,oth_2016,total_2016,districts_2016
IN,Ripley,18137,2396,9935,375,12706,6
IN,Dearborn,18029,4629,17597,881,23107,6
IN,Scott,18143,3671,4767,354,8792,6;9
IN,Wayne,18177,7832,16397,1209,25438,6
IN,Fayette,18041,2536,6378,357,9271,6
IN,Bartholomew,18005,8605,21836,1342,31783,6
IN,Decatur,18031,1734,8888,321,10943,6
IN,Gibson,18051,3913,10745,676,15334,8
IN,Vanderburgh,18163,25587,42149,3539,71275,8
IN,Posey,18129,3484,8335,498,12317,8
IN,Perry,18123,3189,4308,318,7815,8
IN,Greene,18055,3340,9367,573,13280,8
IN,Pike,18125,1630,3944,262,5836,8
IN,Owen,18119,2038,5610,648,8296,8
IN,Daviess,18027,1698,8528,363,10589,8
IN,Spencer,18147,3004,6427,380,9811,8
IN,Knox,18083,4002,10156,636,14794,8
IN,Sullivan,18153,3092,4864,309,8265,8
IN,Crawford,18025,1813,2343,272,4428,8;9
IN,Warrick,18173,8575,19523,1228,29326,8
IN,Dubois,18037,5212,12915,896,19023,8
IN,Parke,18121,1569,4613,331,6513,8
IN,Vigo,18167,16444,20602,1840,38886,8
IN,Vermillion,18165,2530,3826,368,6724,8
IN,Martin,18101,1061,3376,219,4656,8
IN,Clay,18021,2572,7859,514,10945,8
IN,Harrison,18061,6697,10801,895,18393,9
IN,Lawrence,18093,5720,11946,988,18654,9
IN,Floyd,18043,15997,19406,1736,37139,9
IN,Johnson,18081,20083,42205,3913,66201,9
IN,Washington,18175,3989,6576,657,11222,9
IN,Orange,18117,3007,4733,400,8140,9
IN,Clark,18019,21576,25785,2962,50323,9
IN,Monroe,18105,36049,19314,2726,58089,9
IN,Brown,18013,3036,4450,448,7934,9
IN,Jackson,18071,5596,10802,976,17374,9
AL,Autauga,01001,7544,14315,2258,24117,2
AL,Baldwin,01003,0,76995,1991,78986,1
AL,Barbour,01005,5297,4286,463,10046,2
AL,Bibb,01007,1971,6670,15,8656,6
AL,Blount,01009,2383,22318,47,24748,4;6
AL,Bullock,01011,3517,888,80,4485,2
AL,Butler,01013,4088,3918,321,8327,2
AL,Calhoun,01015,14000,33175,75,47250,3
AL,Chambers,01017,5796,7907,16,13719,3
AL,Cherokee,01019,1702,8707,12,10421,3;4
AL,Chilton,01021,2996,14723,12,17731,6
AL,Choctaw,01023,4332,0,94,4426,7
AL,Clarke,01025,5214,2848,127,8189,1;7
AL,Clay,01027,1317,5231,4,6552,3
AL,Cleburne,01029,769,5644,4,6417,3
AL,Coffee,01031,5917,10877,3087,19881,2
AL,Colbert,01033,0,16676,319,16995,4
AL,Conecuh,01035,3209,2889,43,6141,2
AL,Coosa,01037,1766,3337,3,5106,6
AL,Covington,01039,3759,9540,1809,15108,2
AL,Crenshaw,01041,2217,3287,499,6003,2
AL,Cullman,01043,0,33239,311,33550,4
AL,Dale,01045,6071,8988,2940,17999,2
AL,Dallas,01047,14872,0,201,15073,7
AL,DeKalb,01049,0,21043,344,21387,4
AL,Elmore,01051,10573,20519,4611,35703,2
AL,Escambia,01053,0,10394,203,10597,1
AL,Etowah,01055,0,33845,797,34642,4
AL,Fayette,01057,0,6692,59,6751,4
AL,Franklin,01059,0,9063,125,9188,4
AL,Geneva,01061,3537,5556,2156,11249,2
AL,Greene,01063,4205,0,25,4230,7
AL,Hale,01065,5700,0,92,5792,7
AL,Henry,01067,3127,3464,1145,7736,2
AL,Houston,01069,15008,18575,7371,40954,2
AL,Jackson,01071,4515,15495,24,20034,4;5
AL,Jefferson,01073,160352,122395,1197,283944,6;7
AL,Lamar,01075,0,5675,55,5730,4
AL,Lauderdale,01077,11805,26710,42,38557,5
AL,Lawrence,01079,0,10564,134,10698,4
AL,Lee,01081,21148,36909,113,58170,3
AL,Limestone,01083,10243,29093,46,39382,5
AL,Lowndes,01085,5174,0,61,5235,7
AL,Macon,01087,7400,1600,7,9007,3
AL,Madison,01089,63664,96739,295,160698,5
AL,Marengo,01091,7343,0,139,7482,7
AL,Marion,01093,0,11282,120,11402,4
AL,Marshall,01095,0,29774,395,30169,4
AL,Mobile,01097,0,105221,0,105221,1
AL,Monroe,01099,0,5910,146,6056,1
AL,Montgomery,01101,58960,32114,2202,93276,2;3;7
AL,Morgan,01103,11995,37658,37,49690,5
AL,Perry,01105,4224,0,36,4260,7
AL,Pickens,01107,5755,0,320,6075,7
AL,Pike,01109,5808,6047,715,12570,2
AL,Randolph,01111,2387,7505,10,9902,3
AL,Russell,01113,9325,9543,24,18892,3
AL,Shelby,01117,22348,77022,84,99454,6
AL,St. Clair,01115,5976,31675,46,37697,3
AL,Sumter,01119,5303,0,43,5346,7
AL,Talladega,01121,12271,20805,28,33104,3
AL,Tallapoosa,01123,5613,13602,16,19231,3
AL,Tuscaloosa,01125,34244,22125,1808,58177,4;7
AL,Walker,01127,0,24770,376,25146,4
AL,Washington,01129,0,5677,75,5752,1
AL,Wilcox,01131,4541,0,43,4584,7
AL,Winston,01133,0,9097,106,9203,4
AZ,Apache,04001,17906,7573,1727,27206,1
AZ,Cochise,04003,15715,33679,129,49523,2
AZ,Coconino,04005,33918,18962,4144,57024,1
AZ,Gila,04007,7729,13619,501,21849,1;4
AZ,Graham,04009,4315,6715,760,11790,1
AZ,Greenlee,04011,1454,1497,232,3183,1
AZ,La Paz,04012,1641,3901,7,5549,4
AZ,Maricopa,04013,672909,773672,7423,1454004,1;3;4;5;6;7;8;9
AZ,Mohave,04015,18697,56207,239,75143,1;4
AZ,Navajo,04017,19160,16926,2817,38903,1
AZ,Pima,04019,211624,174425,9022,395071,1;2;3
AZ,Pinal,04021,49533,71491,3947,124971,1;3;4
AZ,Santa Cruz,04023,12774,0,708,13482,3
AZ,Yavapai,04025,35081,71065,1254,107400,1;4
AZ,Yuma,04027,26182,14633,919,41734,3;4
AR,Arkansas,05001,1452,4320,0,5772,1
AR,Ashley,05003,1753,5568,0,7321,4
AR,Baxter,05005,3754,14947,0,18701,1
AR,Benton,05007,20453,73289,0,93742,3
AR,Boone,05009,2142,13369,0,15511,3
AR,Bradley,05011,801,2441,0,3242,4
AR,Calhoun,05013,418,1583,0,2001,4
AR,Carroll,05015,2646,7477,0,10123,3
AR,Chicot,05017,1696,2119,0,3815,1
AR,Clark,05019,2414,5207,0,7621,4
AR,Clay,05021,677,3769,0,4446,1
AR,Cleburne,05023,1902,9590,0,11492,1
AR,Cleveland,05025,514,2597,0,3111,4
AR,Columbia,05027,1983,5634,0,7617,4
AR,Conway,05029,2539,4985,331,7855,2
AR,Craighead,05031,7608,26499,0,34107,1
AR,Crawford,05033,3616,17919,0,21535,3;4
AR,Crittenden,05035,6171,7754,0,13925,1
AR,Cross,05037,1306,5005,0,6311,1
AR,Dallas,05039,742,1668,0,2410,4
AR,Desha,05041,1335,2197,0,3532,1
AR,Drew,05043,1602,4226,0,5828,4
AR,Faulkner,05045,13314,30575,2627,46516,2
AR,Franklin,05047,1140,4846,0,5986,4
AR,Fulton,05049,830,3496,0,4326,1
AR,Garland,05051,8936,29596,0,38532,4
AR,Grant,05053,1293,5786,0,7079,4
AR,Greene,05055,2200,11601,0,13801,1
AR,Hempstead,05057,1440,4720,0,6160,4
AR,Hot Spring,05059,2652,8474,0,11126,4
AR,Howard,05061,803,3312,0,4115,4
AR,Independence,05063,2800,10135,0,12935,1
AR,Izard,05065,879,4234,0,5113,1
AR,Jackson,05067,994,3867,0,4861,1
AR,Jefferson,05069,10560,11287,0,21847,1;4
AR,Johnson,05071,2104,6286,0,8390,4
AR,Lafayette,05073,648,1875,0,2523,4
AR,Lawrence,05075,898,4488,0,5386,1
AR,Lee,05077,1177,1480,0,2657,1
AR,Lincoln,05079,961,2573,0,3534,1
AR,Little River,05081,1038,3623,0,4661,4
AR,Logan,05083,1513,5997,0,7510,4
AR,Lonoke,05085,4808,21096,0,25904,1
AR,Madison,05087,1518,4853,0,6371,4
AR,Marion,05089,1170,5601,0,6771,3
AR,Miller,05091,3382,11344,0,14726,4
AR,Mississippi,05093,3054,8258,0,11312,1
AR,Monroe,05095,739,1695,0,2434,1
AR,Montgomery,05097,622,2693,0,3315,4
AR,Nevada,05099,822,2036,0,2858,4
AR,Newton,05101,634,2863,0,3497,3;4
AR,Ouachita,05103,2520,5955,0,8475,4
AR,Perry,05105,953,3014,249,4216,2
AR,Phillips,05107,2833,3030,0,5863,1
AR,Pike,05109,566,3151,0,3717,4
AR,Poinsett,05111,1364,6130,0,7494,1
AR,Polk,05113,1291,6440,0,7731,4
AR,Pope,05115,3765,18123,0,21888,3
AR,Prairie,05117,495,2665,0,3160,1
AR,Pulaski,05119,76522,74291,6744,157557,2
AR,Randolph,05121,1099,4985,0,6084,1
AR,Saline,05125,11778,36960,2772,51510,2
AR,Scott,05127,549,2775,0,3324,4
AR,Searcy,05129,573,2856,0,3429,1;3
AR,Sebastian,05131,9590,33890,0,43480,3;4
AR,Sevier,05133,752,3463,0,4215,4
AR,Sharp,05135,1172,5716,0,6888,1
AR,St. Francis,05123,2533,3530,0,6063,1
AR,Stone,05137,1058,4216,0,5274,1
AR,Union,05139,3397,10305,0,13702,4
AR,Van Buren,05141,1535,5243,439,7217,2
AR,Washington,05143,22158,54884,0,77042,3
AR,White,05145,4706,21404,1483,27593,2
AR,Woodruff,05147,660,1637,0,2297,1
AR,Yell,05149,1195,4899,0,6094,4
CA,Alameda,06001,528653,90167,0,618820,13;15;17
CA,Alpine,06003,329,262,0,591,4
CA,Amador,06005,5914,11583,0,17497,4
CA,Butte,06007,46244,48412,0,94656,1
CA,Calaveras,06009,8037,14667,0,22704,4
CA,Colusa,06011,2944,3109,0,6053,3
CA,Contra Costa,06013,308656,130728,0,439384,5;9;11;15
CA,Del Norte,06015,4770,4300,0,9070,2
CA,El Dorado,06017,35067,57068,0,92135,4
CA,Fresno,06019,116827,156805,0,273632,4;16;21;22
CA,Glenn,06021,3084,6328,0,9412,1;3
CA,Humboldt,06023,40908,16070,0,56978,2
CA,Imperial,06025,32555,14427,0,46982,51
CA,Inyo,06027,3026,4866,0,7892,8
CA,Kern,06029,81331,158953,0,240284,21;23
CA,Kings,06031,9871,23738,0,33609,21
CA,Lake,06033,13972,8091,0,22063,3;5
CA,Lassen,06035,2462,7946,0,10408,1
CA,Los Angeles,06037,2438810,690729,0,3129539,23;25;26;27;28;29;30;32;33;34;35;37;38;39;40;43;44;47
CA,Madera,06039,15661,26385,0,42046,4;16
CA,Marin,06041,110165,22591,0,132756,2
CA,Mariposa,06043,3147,5681,0,8828,4
CA,Mendocino,06045,25901,9736,0,35637,2
CA,Merced,06047,37554,32366,0,69920,16
CA,Modoc,06049,1000,2796,0,3796,1
CA,Mono,06051,2602,2563,0,5165,8
CA,Monterey,06053,90314,43131,0,133445,20
CA,Napa,06055,46071,14187,0,60258,5
CA,Nevada,06057,27952,26152,0,54104,1;4
CA,Orange,06059,579096,556743,0,1135839,38;39;45;46;47;48;49
CA,Placer,06061,67270,111714,0,178984,1;4
CA,Plumas,06063,3623,5938,0,9561,1
CA,Riverside,06065,388393,326979,0,715372,36;41;42;50
CA,Sacramento,06067,328077,208525,0,536602,3;6;7;9
CA,San Benito,06069,12779,8724,0,21503,20
CA,San Bernardino,06071,313333,291079,0,604412,8;27;31;35;39
CA,San Diego,06073,708468,545453,0,1253921,49;50;51;52;53
CA,San Francisco,06075,308329,71512,0,379841,12;14
CA,San Joaquin,06077,119330,100202,0,219532,9;10
CA,San Luis Obispo,06079,62727,65503,0,128230,24
CA,San Mateo,06081,239436,62800,0,302236,14;18
CA,Santa Barbara,06083,98887,74423,0,173310,24
CA,Santa Clara,06085,528095,135792,0,663887,17;18;19;20
CA,Santa Cruz,06087,94616,30010,0,124626,18;20
CA,Shasta,06089,26911,52168,0,79079,1
CA,Sierra,06091,645,1142,0,1787,1
CA,Siskiyou,06093,7877,12337,0,20214,1
CA,Solano,06095,109372,51568,0,160940,3;5
CA,Sonoma,06097,165197,50045,0,215242,2;5
CA,Stanislaus,06099,82428,89539,0,171967,10
CA,Sutter,06101,15993,16702,0,32695,3
CA,Tehama,06103,7970,15709,0,23679,1
CA,Trinity,06105,2596,2289,0,4885,2
CA,Tulare,06107,37619,72703,0,110322,21;22;23
CA,Tuolumne,06109,9395,15737,0,25132,4
CA,Ventura,06111,192331,141329,0,333660,24;25;26;30
CA,Yolo,06113,56842,22708,0,79550,3;6
CA,Yuba,06115,9736,11936,0,21672,3
CO,Adams,08001,96779,80173,11124,188076,4;6;7
CO,Alamosa,08003,3452,3226,293,6971,3
CO,Arapahoe,08005,137078,143285,19090,299453,1;4;6
CO,Archuleta,08007,2525,4229,320,7074,3
CO,Baca,08009,298,1701,87,2086,4
CO,Bent,08011,627,1211,49,1887,4
CO,Boulder,08013,126737,47162,8672,182571,2;4
CO,Broomfield,08014,19551,15173,2240,36964,2
CO,Chaffee,08015,4506,5790,608,10904,5
CO,Cheyenne,08017,127,914,36,1077,4
CO,Clear Creek,08019,2815,2441,494,5750,2
CO,Conejos,08021,2031,1908,114,4053,3
CO,Costilla,08023,1187,537,87,1811,3
CO,Crowley,08025,348,1074,79,1501,4
CO,Custer,08027,781,2132,136,3049,3
CO,Delta,08029,4741,11265,800,16806,3
CO,Denver,08031,225893,71651,13699,311243,1
CO,Dolores,08033,381,784,57,1222,3
CO,Douglas,08035,56231,117930,9072,183233,4;6
CO,Eagle,08037,13581,9517,1218,24316,2;3
CO,El Paso,08041,96903,191983,21848,310734,5
CO,Elbert,08039,2719,11769,691,15179,4
CO,Fremont,08043,5273,15000,1302,21575,5
CO,Garfield,08045,12030,13186,1056,26272,3
CO,Gilpin,08047,1742,1412,302,3456,2
CO,Grand,08049,3397,4310,614,8321,2
CO,Gunnison,08051,5695,3277,392,9364,3
CO,Hinsdale,08053,216,350,16,582,3
CO,Huerfano,08055,1575,1998,160,3733,3
CO,Jackson,08057,195,616,24,835,3
CO,Jefferson,08059,161847,139416,15601,316864,1;2;7
CO,Kiowa,08061,200,623,10,833,4
CO,Kit Carson,08063,493,2964,110,3567,4
CO,La Plata,08067,15588,13769,1217,30574,3
CO,Lake,08065,1755,1187,183,3125,3
CO,Larimer,08069,93427,84683,12360,190470,2
CO,Las Animas,08071,2734,3627,274,6635,4
CO,Lincoln,08073,382,1902,87,2371,4
CO,Logan,08075,1692,7339,409,9440,4
CO,Mesa,08077,21167,51277,4976,77420,3
CO,Mineral,08079,285,331,24,640,3
CO,Moffat,08081,1114,5033,259,6406,3
CO,Montezuma,08083,4578,7511,566,12655,3
CO,Montrose,08085,5442,14466,1171,21079,3
CO,Morgan,08087,2898,8397,422,11717,4
CO,Otero,08089,2964,5227,280,8471,4
CO,Ouray,08091,1710,1465,125,3300,3
CO,Park,08093,3383,5925,806,10114,2;5
CO,Phillips,08095,385,1816,64,2265,4
CO,Pitkin,08097,7493,2696,263,10452,3
CO,Prowers,08099,1600,3232,127,4959,4
CO,Pueblo,08101,32430,41311,4691,78432,3
CO,Rio Blanco,08103,487,2749,114,3350,3
CO,Rio Grande,08105,2212,3140,190,5542,3
CO,Routt,08107,7350,5762,617,13729,3
CO,Saguache,08109,1669,1051,121,2841,3
CO,San Juan,08111,248,222,22,492,3
CO,San Miguel,08113,2960,1158,173,4291,3
CO,Sedgwick,08115,228,1037,54,1319,4
CO,Summit,08117,9467,5024,1091,15582,2
CO,Teller,08119,3356,9621,893,13870,5
CO,Washington,08121,249,2297,98,2644,4
CO,Weld,08123,41926,82410,6961,131297,4
CO,Yuma,08125,658,3946,113,4717,4
CT,Fairfield,09001,242436,159862,16,402314,3;4;5
CT,Hartford,09003,249132,131433,6653,387218,1;2;5
CT,Litchfield,09005,47550,45809,491,93850,1;5
CT,Middlesex,09007,52948,31134,1408,85490,1;2;3
CT,New Haven,09009,240630,122020,194,362844,2;3;4;5
CT,New London,09011,81108,34946,3514,119568,2
CT,Tolland,09013,46644,25878,2815,75337,2
CT,Windham,09015,29691,17052,1818,48561,2
DE,Kent,10001,26049,28190,1928,56167,1
DE,New Castle,10003,165867,87519,9704,263090,1
DE,Sussex,10005,41638,56592,3130,101360,1
FL,Alachua,12001,71025,51126,3693,125844,3
FL,Baker,12003,2912,9350,0,12262,5
FL,Bay,12005,19664,63115,3027,85806,2
FL,Bradford,12007,3110,8411,351,11872,3
FL,Brevard,12009,100858,192156,14139,307153,8
FL,Broward,12011,495206,259978,8340,763524,20;22;23
FL,Calhoun,12013,1331,4423,149,5903,2
FL,Charlotte,12015,31117,57440,4723,93280,17
FL,Citrus,12017,21681,51587,3022,76290,11
FL,Clay,12019,26021,73786,3961,103768,3
FL,Collier,12021,50884,112940,0,163824,19;25
FL,Columbia,12023,7761,18926,678,27365,2;5
FL,DeSoto,12027,3666,6409,380,10455,17
FL,Dixie,12029,1406,5199,203,6808,2
FL,Duval,12031,179519,234687,5925,420131,4;5
FL,Escambia,12033,58192,89209,0,147401,1
FL,Flagler,12035,21363,33772,0,55135,6
FL,Franklin,12037,1787,3905,119,5811,2
FL,Gadsden,12039,16542,4996,0,21538,5
FL,Gilchrist,12041,1528,6354,217,8099,2
FL,Glades,12043,1228,2828,169,4225,17
FL,Gulf,12045,1718,5205,234,7157,2
FL,Hamilton,12047,2520,2726,0,5246,5
FL,Hardee,12049,2152,4806,277,7235,17
FL,Hendry,12051,4332,6205,0,10537,25
FL,Hernando,12053,31349,55509,3117,89975,11
FL,Highlands,12055,13697,28599,1668,43964,17
FL,Hillsborough,12057,307172,264453,0,571625,12;14;15;16
FL,Holmes,12059,1176,6939,80,8195,1;2
FL,Indian River,12061,23813,50249,2456,76518,8
FL,Jackson,12063,6410,13630,443,20483,2
FL,Jefferson,12065,4324,3190,11,7525,2;5
FL,Lafayette,12067,587,2569,74,3230,2
FL,Lake,12069,58701,101902,2289,162892,6;11;15
FL,Lee,12071,110146,197634,1495,309275,17;19
FL,Leon,12073,91335,54327,1578,147240,2;5
FL,Levy,12075,5057,12813,549,18419,2
FL,Liberty,12077,797,2243,85,3125,2
FL,Madison,12079,4153,4054,0,8207,5
FL,Manatee,12081,64632,110507,0,175139,16
FL,Marion,12083,59995,102486,5647,168128,2;3;11
FL,Martin,12085,28474,53479,2802,84755,18
FL,Miami-Dade,12086,310314,397776,14793,722883,23;25;26;27
FL,Monroe,12087,15404,23216,2446,41066,26
FL,Nassau,12089,8755,35663,897,45315,4
FL,Okaloosa,12091,27135,71684,0,98819,1
FL,Okeechobee,12093,3624,8984,542,13150,17
FL,Orange,12095,329569,199411,356,529336,7;8;9;10
FL,Osceola,12097,85582,49595,0,135177,9
FL,Palm Beach,12099,373247,250604,11865,635716,18;20;21;22
FL,Pasco,12101,74832,159472,0,234304,12
FL,Pinellas,12103,223885,260020,0,483905,12;13
FL,Polk,12105,115365,152164,1134,268663,9;15;17
FL,Putnam,12107,11685,18858,1566,32109,3
FL,Santa Rosa,12113,20396,65144,0,85540,1
FL,Sarasota,12115,88485,129556,2965,221006,16;17
FL,Seminole,12117,103826,114813,393,219032,7
FL,St. Johns,12109,36053,94246,2232,132531,4;6
FL,St. Lucie,12111,66336,67229,5053,138618,18
FL,Sumter,12119,20283,51987,1447,73717,11
FL,Suwannee,12121,4109,13553,415,18077,2
FL,Taylor,12123,2422,6391,183,8996,2
FL,Union,12125,1137,4347,125,5609,3
FL,Volusia,12127,108879,141764,0,250643,6
FL,Wakulla,12129,4583,9942,337,14862,2
FL,Walton,12131,7580,24679,0,32259,1
FL,Washington,12133,2213,8403,304,10920,2
GA,Appling,13001,1305,5387,0,6692,12
GA,Atkinson,13003,638,1718,0,2356,8
GA,Bacon,13005,0,3281,1,3282,1
GA,Baker,13007,777,627,0,1404,2
GA,Baldwin,13009,0,11110,11,11121,10
GA,Banks,13011,0,6264,0,6264,9
GA,Barrow,13013,0,24716,0,24716,10
GA,Bartow,13015,8100,30341,0,38441,11
GA,Ben Hill,13017,1890,3807,0,5697,8
GA,Berrien,13019,999,5372,0,6371,8
GA,Bibb,13021,36383,24160,0,60543,2;8
GA,Bleckley,13023,1014,3829,0,4843,8
GA,Brantley,13025,0,5446,23,5469,1
GA,Brooks,13027,2318,3705,0,6023,8
GA,Bryan,13029,0,12962,80,13042,1
GA,Bulloch,13031,8513,16145,0,24658,12
GA,Burke,13033,4339,4688,0,9027,12
GA,Butts,13035,0,7778,10,7788,10
GA,Calhoun,13037,1368,629,0,1997,2
GA,Camden,13039,0,15290,8,15298,1
GA,Candler,13043,923,2671,0,3594,12
GA,Carroll,13045,12104,30538,0,42642,3
GA,Catoosa,13047,0,23292,17,23309,14
GA,Charlton,13049,0,3229,3,3232,1
GA,Chatham,13051,0,80718,354,81072,1
GA,Chattahoochee,13053,684,661,0,1345,2
GA,Chattooga,13055,0,7099,0,7099,14
GA,Cherokee,13057,22946,85342,0,108288,11
GA,Clarke,13059,0,26519,617,27136,9;10
GA,Clay,13061,789,465,0,1254,2
GA,Clayton,13063,81939,4314,0,86253,5;13
GA,Clinch,13065,0,1914,0,1914,1
GA,Cobb,13067,157398,152559,0,309957,6;11;13
GA,Coffee,13069,3769,9176,0,12945,12
GA,Colquitt,13071,2964,10122,0,13086,8
GA,Columbia,13073,15284,47061,4,62349,10;12
GA,Cook,13075,1556,4288,0,5844,8
GA,Coweta,13077,15567,44493,0,60060,3
GA,Crawford,13079,1880,3146,0,5026,2
GA,Crisp,13081,3523,3786,0,7309,2
GA,Dade,13083,0,5291,0,5291,14
GA,Dawson,13085,0,10364,0,10364,9
GA,DeKalb,13089,238363,67098,0,305461,4;5;6
GA,Decatur,13087,4903,5120,0,10023,2
GA,Dodge,13091,1627,4997,0,6624,8
GA,Dooly,13093,2172,1490,0,3662,2
GA,Dougherty,13095,24012,9628,0,33640,2
GA,Douglas,13097,44130,0,0,44130,13
GA,Early,13099,2739,1905,0,4644,2
GA,Echols,13101,0,1050,0,1050,1
GA,Effingham,13103,1717,19799,14,21530,1;12
GA,Elbert,13105,0,6500,0,6500,9
GA,Emanuel,13107,2123,5369,0,7492,12
GA,Evans,13109,955,2437,0,3392,12
GA,Fannin,13111,0,9951,0,9951,9
GA,Fayette,13113,23323,33242,0,56565,3;13
GA,Floyd,13115,0,28845,5,28850,14
GA,Forsyth,13117,14831,78373,0,93204,7;9
GA,Franklin,13119,0,7569,0,7569,9
GA,Fulton,13121,276884,144908,0,421792,5;6;11;13
GA,Gilmer,13123,0,10709,0,10709,9
GA,Glascock,13125,0,1131,0,1131,10
GA,Glynn,13127,0,26959,283,27242,1
GA,Gordon,13129,0,16053,0,16053,14
GA,Grady,13131,4068,4937,0,9005,2
GA,Greene,13133,0,7073,0,7073,10
GA,Gwinnett,13135,139832,171695,97,311624,4;7;10
GA,Habersham,13137,0,14019,0,14019,9
GA,Hall,13139,0,60542,0,60542,9
GA,Hancock,13141,0,1821,0,1821,10
GA,Haralson,13143,0,10142,0,10142,14
GA,Harris,13145,3719,12301,0,16020,3
GA,Hart,13147,0,8196,0,8196,9
GA,Heard,13149,741,3287,0,4028,3
GA,Henry,13151,51037,32515,39,83591,3;10;13
GA,Houston,13153,20886,37646,0,58532,8
GA,Irwin,13155,816,2729,0,3545,8
GA,Jackson,13157,0,24254,0,24254,9
GA,Jasper,13159,0,5003,0,5003,10
GA,Jeff Davis,13161,829,3845,0,4674,12
GA,Jefferson,13163,0,4301,8,4309,10
GA,Jenkins,13165,1001,1910,0,2911,12
GA,Johnson,13167,0,2753,0,2753,10
GA,Jones,13169,3718,8440,0,12158,8
GA,Lamar,13171,2176,5150,0,7326,3
GA,Lanier,13173,735,1950,0,2685,8
GA,Laurens,13175,6057,12573,0,18630,12
GA,Lee,13177,4093,9949,0,14042,2
GA,Liberty,13179,0,11681,0,11681,1
GA,Lincoln,13181,0,3150,0,3150,10
GA,Long,13183,0,3319,0,3319,1
GA,Lowndes,13185,13868,22515,0,36383,1;8
GA,Lumpkin,13187,0,10696,0,10696,9
GA,Macon,13193,2863,1225,0,4088,2
GA,Madison,13195,0,10156,0,10156,9
GA,Marion,13197,1514,1583,0,3097,2
GA,McDuffie,13189,0,7034,0,7034,10
GA,McIntosh,13191,0,4463,79,4542,1
GA,Meriwether,13199,3534,5234,0,8768,3
GA,Miller,13201,912,1553,0,2465,2
GA,Mitchell,13205,4240,3502,0,7742,2
GA,Monroe,13207,3216,9097,0,12313,8
GA,Montgomery,13209,731,2623,0,3354,12
GA,Morgan,13211,0,7901,3,7904,10
GA,Murray,13213,0,10669,1,10670,14
GA,Muscogee,13215,40495,26690,0,67185,2;3
GA,Newton,13217,19797,21411,5,41213,4;10
GA,Oconee,13219,0,16447,75,16522,10
GA,Oglethorpe,13221,0,5292,9,5301,10
GA,Paulding,13223,0,52770,164,52934,14
GA,Peach,13225,5456,5012,0,10468,2
GA,Pickens,13227,0,12100,0,12100,9;14
GA,Pierce,13229,0,6544,2,6546,1
GA,Pike,13231,1179,7213,0,8392,3
GA,Polk,13233,0,12132,18,12150,14
GA,Pulaski,13235,917,2492,0,3409,8
