precinct	office	party_detailed	party_simplified	mode	votes	county_name	county_fips	jurisdiction_name	jurisdiction_fips	candidate	district	dataverse	year	stage	state	special	writein	state_po	state_fips	state_cen	state_ic	date	readme_check	magnitude
"KEENE WARD 2"	"ATTORNEY"	""	""	"TOTAL"	9	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 3"	"ATTORNEY"	""	""	"TOTAL"	13	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 4"	"ATTORNEY"	""	""	"TOTAL"	12	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 5"	"ATTORNEY"	""	""	"TOTAL"	13	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLBOROUGH"	"ATTORNEY"	""	""	"TOTAL"	9	"CHESHIRE"	33005	"MARLBOROUGH"	3300545460	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLOW"	"ATTORNEY"	""	""	"TOTAL"	2	"CHESHIRE"	33005	"MARLOW"	3300545700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NELSON"	"ATTORNEY"	""	""	"TOTAL"	1	"CHESHIRE"	33005	"NELSON"	3300550580	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RICHMOND"	"ATTORNEY"	""	""	"TOTAL"	6	"CHESHIRE"	33005	"RICHMOND"	3300564420	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RINDGE"	"ATTORNEY"	""	""	"TOTAL"	32	"CHESHIRE"	33005	"RINDGE"	3300564580	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROXBURY"	"ATTORNEY"	""	""	"TOTAL"	0	"CHESHIRE"	33005	"ROXBURY"	3300565700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"STODDARD"	"ATTORNEY"	""	""	"TOTAL"	2	"CHESHIRE"	33005	"STODDARD"	3300573700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SULLIVAN"	"ATTORNEY"	""	""	"TOTAL"	4	"CHESHIRE"	33005	"SULLIVAN"	3300574900	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SURRY"	"ATTORNEY"	""	""	"TOTAL"	1	"CHESHIRE"	33005	"SURRY"	3300575300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SWANZEY"	"ATTORNEY"	""	""	"TOTAL"	12	"CHESHIRE"	33005	"SWANZEY"	3300575700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"TROY"	"ATTORNEY"	""	""	"TOTAL"	3	"CHESHIRE"	33005	"TROY"	3300577380	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WALPOLE"	"ATTORNEY"	""	""	"TOTAL"	24	"CHESHIRE"	33005	"WALPOLE"	3300578420	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WESTMORELAND"	"ATTORNEY"	""	""	"TOTAL"	0	"CHESHIRE"	33005	"WESTMORELAND"	3300582660	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WINCHESTER"	"ATTORNEY"	""	""	"TOTAL"	45	"CHESHIRE"	33005	"WINCHESTER"	3300585540	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ALSTEAD"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	638	"CHESHIRE"	33005	"ALSTEAD"	3300500820	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CHESTERFIELD"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1334	"CHESHIRE"	33005	"CHESTERFIELD"	3300512260	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DUBLIN"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	622	"CHESHIRE"	33005	"DUBLIN"	3300519140	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"FITZWILLIAM"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	677	"CHESHIRE"	33005	"FITZWILLIAM"	3300526500	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"GILSUM"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	246	"CHESHIRE"	33005	"GILSUM"	3300529220	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HARRISVILLE"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	480	"CHESHIRE"	33005	"HARRISVILLE"	3300534420	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HINSDALE"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	887	"CHESHIRE"	33005	"HINSDALE"	3300536660	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"JAFFREY"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1503	"CHESHIRE"	33005	"JAFFREY"	3300538500	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 1"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1139	"CHESHIRE"	33005	"KEENE"	3300539300	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 2"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1538	"CHESHIRE"	33005	"KEENE"	3300539300	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 3"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1433	"CHESHIRE"	33005	"KEENE"	3300539300	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 4"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1471	"CHESHIRE"	33005	"KEENE"	3300539300	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 5"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1687	"CHESHIRE"	33005	"KEENE"	3300539300	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLBOROUGH"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	741	"CHESHIRE"	33005	"MARLBOROUGH"	3300545460	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLOW"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	243	"CHESHIRE"	33005	"MARLOW"	3300545700	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NELSON"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	260	"CHESHIRE"	33005	"NELSON"	3300550580	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RICHMOND"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	273	"CHESHIRE"	33005	"RICHMOND"	3300564420	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RINDGE"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1385	"CHESHIRE"	33005	"RINDGE"	3300564580	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROXBURY"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	78	"CHESHIRE"	33005	"ROXBURY"	3300565700	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"STODDARD"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	442	"CHESHIRE"	33005	"STODDARD"	3300573700	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SULLIVAN"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	201	"CHESHIRE"	33005	"SULLIVAN"	3300574900	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SURRY"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	308	"CHESHIRE"	33005	"SURRY"	3300575300	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SWANZEY"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	2022	"CHESHIRE"	33005	"SWANZEY"	3300575700	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"TROY"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	463	"CHESHIRE"	33005	"TROY"	3300577380	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WALPOLE"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	1361	"CHESHIRE"	33005	"WALPOLE"	3300578420	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WESTMORELAND"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	630	"CHESHIRE"	33005	"WESTMORELAND"	3300582660	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WINCHESTER"	"TREASURER"	"DEMOCRAT"	"DEMOCRAT"	"TOTAL"	943	"CHESHIRE"	33005	"WINCHESTER"	3300585540	"WEED"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ALSTEAD"	"TREASURER"	""	""	"TOTAL"	5	"CHESHIRE"	33005	"ALSTEAD"	3300500820	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CHESTERFIELD"	"TREASURER"	""	""	"TOTAL"	10	"CHESHIRE"	33005	"CHESTERFIELD"	3300512260	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DUBLIN"	"TREASURER"	""	""	"TOTAL"	5	"CHESHIRE"	33005	"DUBLIN"	3300519140	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"FITZWILLIAM"	"TREASURER"	""	""	"TOTAL"	11	"CHESHIRE"	33005	"FITZWILLIAM"	3300526500	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"GILSUM"	"TREASURER"	""	""	"TOTAL"	1	"CHESHIRE"	33005	"GILSUM"	3300529220	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HARRISVILLE"	"TREASURER"	""	""	"TOTAL"	7	"CHESHIRE"	33005	"HARRISVILLE"	3300534420	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HINSDALE"	"TREASURER"	""	""	"TOTAL"	1	"CHESHIRE"	33005	"HINSDALE"	3300536660	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"JAFFREY"	"TREASURER"	""	""	"TOTAL"	24	"CHESHIRE"	33005	"JAFFREY"	3300538500	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 1"	"TREASURER"	""	""	"TOTAL"	7	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 2"	"TREASURER"	""	""	"TOTAL"	11	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 3"	"TREASURER"	""	""	"TOTAL"	13	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 4"	"TREASURER"	""	""	"TOTAL"	12	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 5"	"TREASURER"	""	""	"TOTAL"	13	"CHESHIRE"	33005	"KEENE"	3300539300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLBOROUGH"	"TREASURER"	""	""	"TOTAL"	12	"CHESHIRE"	33005	"MARLBOROUGH"	3300545460	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLOW"	"TREASURER"	""	""	"TOTAL"	2	"CHESHIRE"	33005	"MARLOW"	3300545700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NELSON"	"TREASURER"	""	""	"TOTAL"	0	"CHESHIRE"	33005	"NELSON"	3300550580	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RICHMOND"	"TREASURER"	""	""	"TOTAL"	5	"CHESHIRE"	33005	"RICHMOND"	3300564420	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RINDGE"	"TREASURER"	""	""	"TOTAL"	34	"CHESHIRE"	33005	"RINDGE"	3300564580	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROXBURY"	"TREASURER"	""	""	"TOTAL"	0	"CHESHIRE"	33005	"ROXBURY"	3300565700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"STODDARD"	"TREASURER"	""	""	"TOTAL"	2	"CHESHIRE"	33005	"STODDARD"	3300573700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SULLIVAN"	"TREASURER"	""	""	"TOTAL"	6	"CHESHIRE"	33005	"SULLIVAN"	3300574900	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SURRY"	"TREASURER"	""	""	"TOTAL"	1	"CHESHIRE"	33005	"SURRY"	3300575300	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SWANZEY"	"TREASURER"	""	""	"TOTAL"	13	"CHESHIRE"	33005	"SWANZEY"	3300575700	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"TROY"	"TREASURER"	""	""	"TOTAL"	4	"CHESHIRE"	33005	"TROY"	3300577380	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WALPOLE"	"TREASURER"	""	""	"TOTAL"	24	"CHESHIRE"	33005	"WALPOLE"	3300578420	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WESTMORELAND"	"TREASURER"	""	""	"TOTAL"	0	"CHESHIRE"	33005	"WESTMORELAND"	3300582660	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"WINCHESTER"	"TREASURER"	""	""	"TOTAL"	44	"CHESHIRE"	33005	"WINCHESTER"	3300585540	"SCATTER"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"TRUE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ALSTEAD"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	366	"CHESHIRE"	33005	"ALSTEAD"	3300500820	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"CHESTERFIELD"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	737	"CHESHIRE"	33005	"CHESTERFIELD"	3300512260	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"DUBLIN"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	340	"CHESHIRE"	33005	"DUBLIN"	3300519140	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"FITZWILLIAM"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	540	"CHESHIRE"	33005	"FITZWILLIAM"	3300526500	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"GILSUM"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	185	"CHESHIRE"	33005	"GILSUM"	3300529220	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HARRISVILLE"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	154	"CHESHIRE"	33005	"HARRISVILLE"	3300534420	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"HINSDALE"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	551	"CHESHIRE"	33005	"HINSDALE"	3300536660	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"JAFFREY"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	1093	"CHESHIRE"	33005	"JAFFREY"	3300538500	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 1"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	323	"CHESHIRE"	33005	"KEENE"	3300539300	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 2"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	485	"CHESHIRE"	33005	"KEENE"	3300539300	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 3"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	522	"CHESHIRE"	33005	"KEENE"	3300539300	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 4"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	538	"CHESHIRE"	33005	"KEENE"	3300539300	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"KEENE WARD 5"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	615	"CHESHIRE"	33005	"KEENE"	3300539300	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLBOROUGH"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	304	"CHESHIRE"	33005	"MARLBOROUGH"	3300545460	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"MARLOW"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	163	"CHESHIRE"	33005	"MARLOW"	3300545700	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"NELSON"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	113	"CHESHIRE"	33005	"NELSON"	3300550580	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RICHMOND"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	290	"CHESHIRE"	33005	"RICHMOND"	3300564420	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"RINDGE"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	1651	"CHESHIRE"	33005	"RINDGE"	3300564580	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"ROXBURY"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	32	"CHESHIRE"	33005	"ROXBURY"	3300565700	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"STODDARD"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	338	"CHESHIRE"	33005	"STODDARD"	3300573700	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SULLIVAN"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	137	"CHESHIRE"	33005	"SULLIVAN"	3300574900	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SURRY"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	174	"CHESHIRE"	33005	"SURRY"	3300575300	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
"SWANZEY"	"REG. OF DEEDS"	"REPUBLICAN"	"REPUBLICAN"	"TOTAL"	1303	"CHESHIRE"	33005	"SWANZEY"	3300575700	"SANTONASTASO"		""	2022	"GEN"	"NEW HAMPSHIRE"	"FALSE"	"FALSE"	"NH"	33	12	4	2022-11-08	"FALSE"	1
